BANK,LOAN_YEAR,LOAN_MONTH,STATUS,ACCOUNT_ID,ACCOUNT_TYPE,LOAN_AMOUNT
Trinity Bank,2020,6,Running Contract,1093,Salary account,11938224
Trinity Bank,2020,8,Running Contract,9424,Salary account,1338048
Trinity Bank,2020,8,Running Contract,9859,Salary account,5110200
Trinity Bank,2020,12,Running Contract,5602,Salary account,2130048
Trinity Bank,2020,12,Running Contract,10280,Salary account,4177440
UniCredit Bank,2020,1,Running Contract,5358,Salary account,1571820
UniCredit Bank,2020,3,Running Contract,4033,Salary account,1685760
UniCredit Bank,2020,6,Running Contract,7045,Salary account,5196960
UniCredit Bank,2020,8,Running Contract,9424,Salary account,2007072
UniCredit Bank,2020,11,Running Contract,9631,Salary account,832272
UniCredit Bank,2020,12,Running Contract,2986,Salary account,694176
UniCredit Bank,2020,12,Running Contract,6157,Salary account,5454240
Air Bank,2020,3,Running Contract,7674,Salary account,2551176
Air Bank,2020,4,Running Contract,6856,Salary account,4600728
Air Bank,2020,6,Running Contract,10063,Salary account,5135328
Air Bank,2020,7,Running Contract,1270,Salary account,2317932
Air Bank,2020,9,Running Contract,110,Salary account,3901824
Bank Creditas,2020,1,Running Contract,5358,Salary account,2596920
Bank Creditas,2020,3,Running Contract,7674,Salary account,2551176
Bank Creditas,2020,6,Running Contract,1093,Salary account,6931872
Bank Creditas,2020,6,Running Contract,10063,Salary account,5135328
Bank Creditas,2020,9,Running Contract,110,Salary account,2601216
Bank Creditas,2020,10,Running Contract,7890,Salary account,2300976
Bank Creditas,2020,10,Running Contract,7894,Salary account,9801216
Czech export bank,2020,3,Running Contract,4033,Salary account,3540096
Czech export bank,2020,6,Running Contract,10063,Salary account,6069024
Czech export bank,2020,8,Running Contract,5362,Salary account,3245568
Czech export bank,2020,9,Running Contract,110,Salary account,3901824
Czech export bank,2020,9,Running Contract,1242,Salary account,2699424
Czech export bank,2020,11,Running Contract,9631,Salary account,1783440
Czech export bank,2020,12,Running Contract,339,Salary account,5616720
Raiffeisen bank,2020,1,Running Contract,8931,NRI account,4284900
Raiffeisen bank,2020,3,Running Contract,5317,NRI account,4328640
Raiffeisen bank,2020,3,Running Contract,9504,NRI account,7508160
Raiffeisen bank,2020,5,Running Contract,2350,NRI account,3354624
Raiffeisen bank,2020,5,Running Contract,4999,NRI account,5615712
Raiffeisen bank,2020,7,Running Contract,319,NRI account,26568000
Raiffeisen bank,2020,10,Running Contract,378,NRI account,12902400
Raiffeisen bank,2020,11,Running Contract,4725,NRI account,5047920
Raiffeisen bank,2020,11,Running Contract,7176,NRI account,4078800
Raiffeisen bank,2020,12,Running Contract,4631,NRI account,1050336
Raiffeisen bank,2020,12,Running Contract,11244,NRI account,2024880
Kameron bank,2020,3,Running Contract,4969,NRI account,3303960
Kameron bank,2020,3,Running Contract,5317,NRI account,1983960
Kameron bank,2020,6,Running Contract,9677,NRI account,569160
Kameron bank,2020,7,Running Contract,319,NRI account,13284000
Kameron bank,2020,7,Running Contract,4099,NRI account,1130112
Kameron bank,2020,10,Running Contract,378,NRI account,6451200
Kameron bank,2020,10,Running Contract,10679,NRI account,2967120
Max bank,2020,3,Running Contract,4969,NRI account,3303960
Max bank,2020,3,Running Contract,9235,NRI account,1748880
Max bank,2020,3,Running Contract,9504,NRI account,11944800
Max bank,2020,4,Running Contract,1252,NRI account,3110940
Max bank,2020,9,Running Contract,4746,NRI account,3276480
Max bank,2020,10,Running Contract,5477,NRI account,16072032
Max bank,2020,10,Running Contract,10679,NRI account,2967120
Max bank,2020,11,Running Contract,8158,NRI account,5967900
Max bank,2020,12,Running Contract,4052,NRI account,2440944
Moneta Money Bank,2020,1,Running Contract,7637,NRI account,8972208
Moneta Money Bank,2020,3,Running Contract,10351,NRI account,1951488
Moneta Money Bank,2020,5,Running Contract,4293,NRI account,3119724
Moneta Money Bank,2020,5,Running Contract,4999,NRI account,3138192
Moneta Money Bank,2020,6,Running Contract,9353,NRI account,4149552
Moneta Money Bank,2020,7,Running Contract,319,NRI account,6642000
Moneta Money Bank,2020,7,Running Contract,4099,NRI account,711552
Moneta Money Bank,2020,8,Running Contract,8114,NRI account,3376200
Moneta Money Bank,2020,9,Running Contract,8026,NRI account,2052288
Moneta Money Bank,2020,11,Running Contract,4784,NRI account,3730752
PPF Bank,2020,2,Running Contract,5072,NRI account,7302960
PPF Bank,2020,5,Running Contract,2350,NRI account,3354624
PPF Bank,2020,5,Running Contract,4293,NRI account,3612312
PPF Bank,2020,7,Running Contract,4099,NRI account,1130112
PPF Bank,2020,8,Running Contract,4190,NRI account,13796520
PPF Bank,2020,12,Running Contract,4052,NRI account,1273536
Fio bank,2020,7,Running Contract,4099,NRI account,1130112
Fio bank,2020,8,Running Contract,4190,NRI account,20694780
Fio bank,2020,11,Running Contract,8158,NRI account,3342024
Hypotecni bank,2020,1,Running Contract,8931,NRI account,5961600
Hypotecni bank,2020,5,Running Contract,4999,NRI account,4955040
Hypotecni bank,2020,6,Running Contract,6265,NRI account,1659840
Hypotecni bank,2020,6,Running Contract,9353,NRI account,3583704
Hypotecni bank,2020,6,Running Contract,9677,NRI account,695640
J&T Bank,2020,2,Running Contract,5072,NRI account,8890560
J&T Bank,2020,3,Running Contract,4681,NRI account,6017088
J&T Bank,2020,3,Running Contract,10351,NRI account,3548160
J&T Bank,2020,10,Running Contract,10679,NRI account,3758352
J&T Bank,2020,11,Running Contract,4784,NRI account,2852928
J&T Bank,2020,11,Running Contract,7176,NRI account,2651220
J&T Bank,2020,12,Running Contract,4631,NRI account,2100672
Trinity Bank,2020,2,Running Contract,5072,NRI account,9208080
Trinity Bank,2020,5,Running Contract,6510,NRI account,1539840
Trinity Bank,2020,6,Running Contract,6265,NRI account,2096640
Trinity Bank,2020,8,Running Contract,8114,NRI account,1588800
Trinity Bank,2020,11,Running Contract,4725,NRI account,3365280
Trinity Bank,2020,12,Running Contract,11244,NRI account,2803680
UniCredit Bank,2020,1,Running Contract,8931,NRI account,5961600
UniCredit Bank,2020,4,Running Contract,1252,NRI account,6073740
UniCredit Bank,2020,5,Running Contract,4999,NRI account,4955040
UniCredit Bank,2020,8,Running Contract,4190,NRI account,14202300
UniCredit Bank,2020,8,Running Contract,8114,NRI account,3376200
UniCredit Bank,2020,10,Running Contract,378,NRI account,3456000
Air Bank,2020,1,Running Contract,7637,NRI account,8972208
Air Bank,2020,2,Running Contract,2246,NRI account,9563400
Air Bank,2020,4,Running Contract,9225,NRI account,3285120
Air Bank,2020,11,Running Contract,8158,NRI account,7161480
Bank Creditas,2020,3,Running Contract,4681,NRI account,3415104
Bank Creditas,2020,3,Running Contract,4969,NRI account,3153780
Bank Creditas,2020,4,Running Contract,10954,NRI account,393120
Bank Creditas,2020,10,Running Contract,378,NRI account,6451200
Bank Creditas,2020,12,Running Contract,2445,NRI account,3517920
Czech export bank,2020,2,Running Contract,5072,NRI account,17781120
Czech export bank,2020,3,Running Contract,4681,NRI account,12522048
Czech export bank,2020,5,Running Contract,2350,NRI account,3194880
Czech export bank,2020,11,Running Contract,8158,NRI account,6206616
nanital BANK,2020,1,Running Contract,4473,Salary account,5355720
nanital BANK,2020,1,Running Contract,5358,Salary account,3553680
nanital BANK,2020,1,Running Contract,5591,Savings account,9762720
nanital BANK,2020,1,Running Contract,5724,Savings account,10000080
nanital BANK,2020,1,Running Contract,7637,NRI account,20675088
nanital BANK,2020,1,Running Contract,8931,NRI account,16953300
nanital BANK,2020,1,Running Contract,11271,Salary account,2558160
nanital BANK,2020,2,Running Contract,1244,Savings account,1436160
nanital BANK,2020,2,Running Contract,2246,NRI account,27027000
nanital BANK,2020,2,Running Contract,2247,Savings account,3842712
nanital BANK,2020,2,Running Contract,3353,Savings account,6572880
nanital BANK,2020,2,Running Contract,4803,Savings account,3548160
nanital BANK,2020,2,Running Contract,5072,NRI account,18733680
nanital BANK,2020,2,Running Contract,5269,Savings account,5988420
nanital BANK,2020,2,Running Contract,6950,Savings account,27113760
nanital BANK,2020,2,Running Contract,7262,Salary account,3736260
nanital BANK,2020,2,Running Contract,10215,Savings account,2525328
nanital BANK,2020,3,Running Contract,2134,Savings account,1192464
nanital BANK,2020,3,Running Contract,4033,Salary account,4298688
nanital BANK,2020,3,Running Contract,4681,NRI account,6830208
nanital BANK,2020,3,Running Contract,4715,Savings account,4372920
nanital BANK,2020,3,Running Contract,4969,NRI account,10662780
nanital BANK,2020,3,Running Contract,5317,NRI account,3517020
nanital BANK,2020,3,Running Contract,7674,Salary account,5763768
nanital BANK,2020,3,Running Contract,9235,NRI account,5996160
nanital BANK,2020,3,Running Contract,9504,NRI account,13992480
nanital BANK,2020,3,Running Contract,10351,NRI account,3636864
nanital BANK,2020,3,Running Contract,11069,Salary account,8339520
nanital BANK,2020,4,Running Contract,675,Savings account,5520960
nanital BANK,2020,4,Running Contract,1252,NRI account,6370020
nanital BANK,2020,4,Running Contract,5181,Savings account,17960400
nanital BANK,2020,4,Running Contract,6856,Salary account,6217200
nanital BANK,2020,4,Running Contract,9225,NRI account,15275808
nanital BANK,2020,4,Running Contract,9377,Savings account,7095456
nanital BANK,2020,4,Running Contract,10954,NRI account,1123200
nanital BANK,2020,5,Running Contract,314,Salary account,2673600
nanital BANK,2020,5,Running Contract,2350,NRI account,10862592
nanital BANK,2020,5,Running Contract,2754,Savings account,11399520
nanital BANK,2020,5,Running Contract,2872,Savings account,9927840
nanital BANK,2020,5,Running Contract,4293,NRI account,11493720
nanital BANK,2020,5,Running Contract,4660,Savings account,4277760
nanital BANK,2020,5,Running Contract,4999,NRI account,8423568
nanital BANK,2020,5,Running Contract,5118,Salary account,3034224
nanital BANK,2020,5,Running Contract,6510,NRI account,4465536
nanital BANK,2020,5,Running Contract,6649,Savings account,5614560
nanital BANK,2020,5,Running Contract,8094,Savings account,10580544
nanital BANK,2020,5,Running Contract,9031,Savings account,2706048
nanital BANK,2020,5,Running Contract,10233,Savings account,8370600
nanital BANK,2020,6,Running Contract,1093,Salary account,20795616
nanital BANK,2020,6,Running Contract,1447,Savings account,3903120
nanital BANK,2020,6,Running Contract,2516,Salary account,27529872
nanital BANK,2020,6,Running Contract,3418,Savings account,14508480
nanital BANK,2020,6,Running Contract,6265,NRI account,4455360
nanital BANK,2020,6,Running Contract,6461,Savings account,11318400
nanital BANK,2020,6,Running Contract,7045,Salary account,15590880
nanital BANK,2020,6,Running Contract,8320,Salary account,16411980
nanital BANK,2020,6,Running Contract,8772,Savings account,3266064
nanital BANK,2020,6,Running Contract,9241,Savings account,15973440
nanital BANK,2020,6,Running Contract,9353,NRI account,14523432
nanital BANK,2020,6,Running Contract,9677,NRI account,1802340
nanital BANK,2020,6,Running Contract,10063,Salary account,10737504
nanital BANK,2020,6,Running Contract,10202,Salary account,14049504
nanital BANK,2020,6,Running Contract,11096,Salary account,12584700
nanital BANK,2020,7,Running Contract,319,NRI account,37269000
nanital BANK,2020,7,Running Contract,525,Savings account,13674960
nanital BANK,2020,7,Running Contract,1270,Salary account,2990880
nanital BANK,2020,7,Running Contract,1528,Savings account,12420720
nanital BANK,2020,7,Running Contract,4099,NRI account,2427648
nanital BANK,2020,7,Running Contract,6138,Savings account,1690200
nanital BANK,2020,7,Running Contract,6678,Salary account,21784416
nanital BANK,2020,8,Running Contract,2064,Savings account,3596004
nanital BANK,2020,8,Running Contract,2165,Savings account,3458400
nanital BANK,2020,8,Running Contract,2334,Savings account,2270664
nanital BANK,2020,8,Running Contract,4190,NRI account,22317900
nanital BANK,2020,8,Running Contract,4949,Savings account,15945600
nanital BANK,2020,8,Running Contract,5362,Salary account,6896832
nanital BANK,2020,8,Running Contract,6592,Salary account,30862140
nanital BANK,2020,8,Running Contract,7565,Savings account,4912128
nanital BANK,2020,8,Running Contract,8114,NRI account,4766400
nanital BANK,2020,8,Running Contract,8169,Salary account,4899000
nanital BANK,2020,8,Running Contract,9424,Salary account,3596004
nanital BANK,2020,8,Running Contract,9730,Savings account,5221800
nanital BANK,2020,8,Running Contract,9859,Salary account,14128200
nanital BANK,2020,8,Running Contract,10905,Savings account,3427200
nanital BANK,2020,9,Running Contract,110,Salary account,9591984
nanital BANK,2020,9,Running Contract,1242,Salary account,8869536
nanital BANK,2020,9,Running Contract,1374,Salary account,21402480
nanital BANK,2020,9,Running Contract,2080,Savings account,10515204
nanital BANK,2020,9,Running Contract,2753,Savings account,3055872
nanital BANK,2020,9,Running Contract,3664,Savings account,19010880
nanital BANK,2020,9,Running Contract,4746,NRI account,15768060
nanital BANK,2020,9,Running Contract,5395,Salary account,10440144
nanital BANK,2020,9,Running Contract,5837,Salary account,7645572
nanital BANK,2020,9,Running Contract,6699,Savings account,5851200
nanital BANK,2020,9,Running Contract,8026,NRI account,6926472
nanital BANK,2020,9,Running Contract,8268,Savings account,542808
nanital BANK,2020,9,Running Contract,10065,Savings account,26454720
nanital BANK,2020,10,Running Contract,378,NRI account,18432000
nanital BANK,2020,10,Running Contract,1906,Savings account,2517312
nanital BANK,2020,10,Running Contract,3448,Salary account,3089880
nanital BANK,2020,10,Running Contract,3942,Savings account,7621992
nanital BANK,2020,10,Running Contract,5445,Savings account,3698712
nanital BANK,2020,10,Running Contract,5477,NRI account,28650144
nanital BANK,2020,10,Running Contract,6097,Salary account,1336608
nanital BANK,2020,10,Running Contract,7542,Savings account,31904280
nanital BANK,2020,10,Running Contract,7890,Salary account,4284576
nanital BANK,2020,10,Running Contract,7894,Salary account,8576064
nanital BANK,2020,10,Running Contract,10679,NRI account,8110128
nanital BANK,2020,10,Running Contract,11027,Savings account,2164320
nanital BANK,2020,11,Running Contract,1580,Salary account,9130032
nanital BANK,2020,11,Running Contract,4725,NRI account,6057504
nanital BANK,2020,11,Running Contract,4784,NRI account,8778240
nanital BANK,2020,11,Running Contract,7176,NRI account,12440340
nanital BANK,2020,11,Running Contract,8158,NRI account,11935800
nanital BANK,2020,11,Running Contract,9631,Salary account,2734608
nanital BANK,2020,12,Running Contract,339,Salary account,24807180
nanital BANK,2020,12,Running Contract,2445,NRI account,21107520
nanital BANK,2020,12,Running Contract,2986,Salary account,1363560
nanital BANK,2020,12,Running Contract,4052,NRI account,5943168
nanital BANK,2020,12,Running Contract,4342,Salary account,7409472
nanital BANK,2020,12,Running Contract,4631,NRI account,4113816
nanital BANK,2020,12,Running Contract,5602,Salary account,13490304
nanital BANK,2020,12,Running Contract,6157,Salary account,20825280
nanital BANK,2020,12,Running Contract,6686,Savings account,4659840
nanital BANK,2020,12,Running Contract,6902,Savings account,2663280
nanital BANK,2020,12,Running Contract,7594,Savings account,8088768
nanital BANK,2020,12,Running Contract,7745,Savings account,5815800
nanital BANK,2020,12,Running Contract,10280,Salary account,18450360
nanital BANK,2020,12,Running Contract,10711,Savings account,1209000
nanital BANK,2020,12,Running Contract,11244,NRI account,8566800
nothern BANK,2020,1,Running Contract,4473,Salary account,6107400
nothern BANK,2020,1,Running Contract,5358,Salary account,3827040
nothern BANK,2020,1,Running Contract,5591,Savings account,10206480
nothern BANK,2020,1,Running Contract,5724,Savings account,12790800
nothern BANK,2020,1,Running Contract,7637,NRI account,22235472
nothern BANK,2020,1,Running Contract,8931,NRI account,15276600
nothern BANK,2020,1,Running Contract,11271,Salary account,2827440
nothern BANK,2020,2,Running Contract,1244,Savings account,1974720
nothern BANK,2020,2,Running Contract,2246,NRI account,27442800
nothern BANK,2020,2,Running Contract,2247,Savings account,3117672
nothern BANK,2020,2,Running Contract,3353,Savings account,11539056
nothern BANK,2020,2,Running Contract,4803,Savings account,3666432
nothern BANK,2020,2,Running Contract,5072,NRI account,19686240
nothern BANK,2020,2,Running Contract,5269,Savings account,7397460
nothern BANK,2020,2,Running Contract,6950,Savings account,24735360
nothern BANK,2020,2,Running Contract,7262,Salary account,4029300
nothern BANK,2020,2,Running Contract,10215,Savings account,2702544
nothern BANK,2020,3,Running Contract,2134,Savings account,1421784
nothern BANK,2020,3,Running Contract,4033,Salary account,4130112
nothern BANK,2020,3,Running Contract,4681,NRI account,7318080
nothern BANK,2020,3,Running Contract,4715,Savings account,5247504
nothern BANK,2020,3,Running Contract,4969,NRI account,9461340
nothern BANK,2020,3,Running Contract,5317,NRI account,3336660
nothern BANK,2020,3,Running Contract,7674,Salary account,8031480
nothern BANK,2020,3,Running Contract,9235,NRI account,6162720
nothern BANK,2020,3,Running Contract,9504,NRI account,17405280
nothern BANK,2020,3,Running Contract,10351,NRI account,4790016
nothern BANK,2020,3,Running Contract,11069,Salary account,6790752
nothern BANK,2020,4,Running Contract,675,Savings account,6441120
nothern BANK,2020,4,Running Contract,1252,NRI account,8592120
nothern BANK,2020,4,Running Contract,5181,Savings account,18758640
nothern BANK,2020,4,Running Contract,6856,Salary account,8082360
nothern BANK,2020,4,Running Contract,9225,NRI account,12154944
nothern BANK,2020,4,Running Contract,9377,Savings account,9593856
nothern BANK,2020,4,Running Contract,10954,NRI account,1216800
nothern BANK,2020,5,Running Contract,314,Salary account,3141480
nothern BANK,2020,5,Running Contract,2350,NRI account,8785920
nothern BANK,2020,5,Running Contract,2754,Savings account,14417040
nothern BANK,2020,5,Running Contract,2872,Savings account,15025920
nothern BANK,2020,5,Running Contract,4293,NRI account,13299876
nothern BANK,2020,5,Running Contract,4660,Savings account,4705536
nothern BANK,2020,5,Running Contract,4999,NRI account,8093232
nothern BANK,2020,5,Running Contract,5118,Salary account,3406848
nothern BANK,2020,5,Running Contract,6510,NRI account,6313344
nothern BANK,2020,5,Running Contract,6649,Savings account,7720020
nothern BANK,2020,5,Running Contract,8094,Savings account,9257976
nothern BANK,2020,5,Running Contract,9031,Savings account,2856384
nothern BANK,2020,5,Running Contract,10233,Savings account,11001360
nothern BANK,2020,6,Running Contract,1093,Salary account,21565824
nothern BANK,2020,6,Running Contract,1447,Savings account,2902320
nothern BANK,2020,6,Running Contract,2516,Salary account,31729344
nothern BANK,2020,6,Running Contract,3418,Savings account,17410176
nothern BANK,2020,6,Running Contract,6265,NRI account,7687680
nothern BANK,2020,6,Running Contract,6461,Savings account,10262016
nothern BANK,2020,6,Running Contract,7045,Salary account,12414960
nothern BANK,2020,6,Running Contract,8320,Salary account,14244360
nothern BANK,2020,6,Running Contract,8772,Savings account,4325328
nothern BANK,2020,6,Running Contract,9241,Savings account,18825840
nothern BANK,2020,6,Running Contract,9353,NRI account,15277896
nothern BANK,2020,6,Running Contract,9677,NRI account,1770720
nothern BANK,2020,6,Running Contract,10063,Salary account,10737504
nothern BANK,2020,6,Running Contract,10202,Salary account,16187472
nothern BANK,2020,6,Running Contract,11096,Salary account,10451700
nothern BANK,2020,7,Running Contract,319,NRI account,26199000
nothern BANK,2020,7,Running Contract,525,Savings account,11571120
nothern BANK,2020,7,Running Contract,1270,Salary account,3439512
nothern BANK,2020,7,Running Contract,1528,Savings account,15287040
nothern BANK,2020,7,Running Contract,4099,NRI account,2762496
nothern BANK,2020,7,Running Contract,6138,Savings account,2095848
nothern BANK,2020,7,Running Contract,6678,Salary account,27966480
nothern BANK,2020,8,Running Contract,2064,Savings account,3596004
nothern BANK,2020,8,Running Contract,2165,Savings account,2043600
nothern BANK,2020,8,Running Contract,2334,Savings account,2608848
nothern BANK,2020,8,Running Contract,4190,NRI account,27187260
nothern BANK,2020,8,Running Contract,4949,Savings account,14496000
nothern BANK,2020,8,Running Contract,5362,Salary account,11562336
nothern BANK,2020,8,Running Contract,6592,Salary account,35940720
nothern BANK,2020,8,Running Contract,7565,Savings account,8289216
nothern BANK,2020,8,Running Contract,8114,NRI account,6255900
nothern BANK,2020,8,Running Contract,8169,Salary account,6270720
nothern BANK,2020,8,Running Contract,9424,Salary account,3596004
nothern BANK,2020,8,Running Contract,9730,Savings account,6382200
nothern BANK,2020,8,Running Contract,9859,Salary account,20440800
nothern BANK,2020,8,Running Contract,10905,Savings account,3084480
nothern BANK,2020,9,Running Contract,110,Salary account,10892592
nothern BANK,2020,9,Running Contract,1242,Salary account,6941376
nothern BANK,2020,9,Running Contract,1374,Salary account,22959024
nothern BANK,2020,9,Running Contract,2080,Savings account,5579496
nothern BANK,2020,9,Running Contract,2753,Savings account,3388032
nothern BANK,2020,9,Running Contract,3664,Savings account,23084640
nothern BANK,2020,9,Running Contract,4746,NRI account,11672460
nothern BANK,2020,9,Running Contract,5395,Salary account,9807408
nothern BANK,2020,9,Running Contract,5837,Salary account,12624084
nothern BANK,2020,9,Running Contract,6699,Savings account,6996000
nothern BANK,2020,9,Running Contract,8026,NRI account,4745916
nothern BANK,2020,9,Running Contract,8268,Savings account,620352
nothern BANK,2020,9,Running Contract,10065,Savings account,30189504
nothern BANK,2020,10,Running Contract,378,NRI account,20275200
nothern BANK,2020,10,Running Contract,1906,Savings account,3506256
nothern BANK,2020,10,Running Contract,3448,Salary account,3913848
nothern BANK,2020,10,Running Contract,3942,Savings account,7621992
nothern BANK,2020,10,Running Contract,5445,Savings account,2675664
nothern BANK,2020,10,Running Contract,5477,NRI account,30397104
nothern BANK,2020,10,Running Contract,6097,Salary account,602784
nothern BANK,2020,10,Running Contract,7542,Savings account,41948220
nothern BANK,2020,10,Running Contract,7890,Salary account,5078016
nothern BANK,2020,10,Running Contract,7894,Salary account,12557808
nothern BANK,2020,10,Running Contract,10679,NRI account,4747392
nothern BANK,2020,10,Running Contract,11027,Savings account,2645280
nothern BANK,2020,11,Running Contract,1580,Salary account,15346224
nothern BANK,2020,11,Running Contract,4725,NRI account,4038336
nothern BANK,2020,11,Running Contract,4784,NRI account,2633472
nothern BANK,2020,11,Running Contract,7176,NRI account,10808820
nothern BANK,2020,11,Running Contract,8158,NRI account,13368096
nothern BANK,2020,11,Running Contract,9631,Salary account,3923568
nothern BANK,2020,12,Running Contract,339,Salary account,31360020
nothern BANK,2020,12,Running Contract,2445,NRI account,20521200
nothern BANK,2020,12,Running Contract,2986,Salary account,1809816
nothern BANK,2020,12,Running Contract,4052,NRI account,4563504
nothern BANK,2020,12,Running Contract,4342,Salary account,7609728
nothern BANK,2020,12,Running Contract,4631,NRI account,4201344
nothern BANK,2020,12,Running Contract,5602,Salary account,8875200
nothern BANK,2020,12,Running Contract,6157,Salary account,17602320
nothern BANK,2020,12,Running Contract,6686,Savings account,6989760
nothern BANK,2020,12,Running Contract,6902,Savings account,2811240
nothern BANK,2020,12,Running Contract,7594,Savings account,11350368
nothern BANK,2020,12,Running Contract,7745,Savings account,4420008
nothern BANK,2020,12,Running Contract,10280,Salary account,17754120
nothern BANK,2020,12,Running Contract,10711,Savings account,1620060
nothern BANK,2020,12,Running Contract,11244,NRI account,12928080
Sky Bank,2020,1,Running Contract,4473,Salary account,5825520
Sky Bank,2020,1,Running Contract,5358,Salary account,4647120
Sky Bank,2020,1,Running Contract,5591,Savings account,7765800
Sky Bank,2020,1,Running Contract,5724,Savings account,15581520
Sky Bank,2020,1,Running Contract,7637,NRI account,5071248
Sky Bank,2020,1,Running Contract,8931,NRI account,17698500
Sky Bank,2020,1,Running Contract,11271,Salary account,3231360
Sky Bank,2020,2,Running Contract,1244,Savings account,1077120
Sky Bank,2020,2,Running Contract,2246,NRI account,13721400
Sky Bank,2020,2,Running Contract,2247,Savings account,4132728
Sky Bank,2020,2,Running Contract,3353,Savings account,1898832
Sky Bank,2020,2,Running Contract,4803,Savings account,1714944
Sky Bank,2020,2,Running Contract,5072,NRI account,12065760
Sky Bank,2020,2,Running Contract,5269,Savings account,2935500
Sky Bank,2020,2,Running Contract,6950,Savings account,3329760
Sky Bank,2020,2,Running Contract,7262,Salary account,952380
Sky Bank,2020,2,Running Contract,10215,Savings account,1639248
Sky Bank,2020,3,Running Contract,2134,Savings account,412776
Sky Bank,2020,3,Running Contract,4033,Salary account,337152
Sky Bank,2020,3,Running Contract,4681,NRI account,9594816
Sky Bank,2020,3,Running Contract,4715,Savings account,485880
Sky Bank,2020,3,Running Contract,4969,NRI account,1051260
Sky Bank,2020,3,Running Contract,5317,NRI account,450900
Sky Bank,2020,3,Running Contract,7674,Salary account,3401568
Sky Bank,2020,3,Running Contract,9235,NRI account,7245360
Sky Bank,2020,3,Running Contract,9504,NRI account,16381440
Sky Bank,2020,3,Running Contract,10351,NRI account,5943168
Sky Bank,2020,3,Running Contract,11069,Salary account,7862976
Sky Bank,2020,4,Running Contract,675,Savings account,7259040
Sky Bank,2020,4,Running Contract,1252,NRI account,9332820
Sky Bank,2020,4,Running Contract,5181,Savings account,16363920
Sky Bank,2020,4,Running Contract,6856,Salary account,6092856
Sky Bank,2020,4,Running Contract,9225,NRI account,11990688
Sky Bank,2020,4,Running Contract,9377,Savings account,7395264
Sky Bank,2020,4,Running Contract,10954,NRI account,355680
Sky Bank,2020,5,Running Contract,314,Salary account,3208320
Sky Bank,2020,5,Running Contract,2350,NRI account,1437696
Sky Bank,2020,5,Running Contract,2754,Savings account,15087600
Sky Bank,2020,5,Running Contract,2872,Savings account,3219840
Sky Bank,2020,5,Running Contract,4293,NRI account,2462940
Sky Bank,2020,5,Running Contract,4999,NRI account,6276384
Sky Bank,2020,5,Running Contract,5118,Salary account,3779472
Sky Bank,2020,5,Running Contract,6510,NRI account,230976
Sky Bank,2020,5,Running Contract,6649,Savings account,2506500
Sky Bank,2020,5,Running Contract,8094,Savings account,661284
Sky Bank,2020,5,Running Contract,10233,Savings account,8609760
Sky Bank,2020,6,Running Contract,1093,Salary account,18099888
Sky Bank,2020,6,Running Contract,2516,Salary account,27996480
Sky Bank,2020,6,Running Contract,3418,Savings account,2279904
Sky Bank,2020,6,Running Contract,6265,NRI account,1135680
Sky Bank,2020,6,Running Contract,6461,Savings account,5432832
Sky Bank,2020,6,Running Contract,7045,Salary account,288720
Sky Bank,2020,6,Running Contract,8772,Savings account,2471616
Sky Bank,2020,6,Running Contract,9241,Savings account,2852400
Sky Bank,2020,6,Running Contract,9353,NRI account,5092632
Sky Bank,2020,6,Running Contract,9677,NRI account,221340
Sky Bank,2020,6,Running Contract,10063,Salary account,1167120
Sky Bank,2020,6,Running Contract,10202,Salary account,11911536
Sky Bank,2020,6,Running Contract,11096,Salary account,213300
Sky Bank,2020,7,Running Contract,319,NRI account,24354000
Sky Bank,2020,7,Running Contract,525,Savings account,4418064
Sky Bank,2020,7,Running Contract,1270,Salary account,1794528
Sky Bank,2020,7,Running Contract,1528,Savings account,5541552
Sky Bank,2020,7,Running Contract,4099,NRI account,1297536
Sky Bank,2020,7,Running Contract,6678,Salary account,24728256
Sky Bank,2020,8,Running Contract,2064,Savings account,83628
Sky Bank,2020,8,Running Contract,2334,Savings account,1594296
Sky Bank,2020,8,Running Contract,4190,NRI account,25969920
Sky Bank,2020,8,Running Contract,4949,Savings account,1449600
Sky Bank,2020,8,Running Contract,5362,Salary account,1622784
Sky Bank,2020,8,Running Contract,6592,Salary account,4297260
Sky Bank,2020,8,Running Contract,7565,Savings account,4758624
Sky Bank,2020,8,Running Contract,8114,NRI account,5958000
Sky Bank,2020,8,Running Contract,8169,Salary account,5682840
Sky Bank,2020,8,Running Contract,9424,Salary account,83628
Sky Bank,2020,8,Running Contract,9859,Salary account,4208400
Sky Bank,2020,8,Running Contract,10905,Savings account,228480
Sky Bank,2020,9,Running Contract,110,Salary account,2926368
Sky Bank,2020,9,Running Contract,1242,Salary account,642720
Sky Bank,2020,9,Running Contract,1374,Salary account,3113088
Sky Bank,2020,9,Running Contract,2753,Savings account,2391552
Sky Bank,2020,9,Running Contract,3664,Savings account,7061184
Sky Bank,2020,9,Running Contract,5395,Salary account,7909200
Sky Bank,2020,9,Running Contract,5837,Salary account,7467768
Sky Bank,2020,9,Running Contract,6699,Savings account,2416800
Sky Bank,2020,9,Running Contract,8268,Savings account,112008
Sky Bank,2020,9,Running Contract,10065,Savings account,19296384
Sky Bank,2020,10,Running Contract,378,NRI account,11059200
Sky Bank,2020,10,Running Contract,1906,Savings account,674280
