ACCOUNT_ID,BALANCE,BANK
2684,40933,nanital BANK
1550,40932,nanital BANK
2097,40928,nanital BANK
387,40892,nanital BANK
3571,40871,nanital BANK
809,40834,nanital BANK
2747,40760,nanital BANK
308,40581,nanital BANK
2891,40513,nanital BANK
83,40380,nanital BANK
2668,40366,nanital BANK
496,40264,nanital BANK
1488,40066,nanital BANK
1683,40056,nanital BANK
1950,40035,nanital BANK
1177,39897,nanital BANK
3564,39893,nanital BANK
673,39880,nanital BANK
6602,39828,nanital BANK
3858,39760,nanital BANK
3798,39734,nanital BANK
768,39673,nanital BANK
2648,39659,nanital BANK
1424,39610,nanital BANK
890,39568,nanital BANK
1188,39559,nanital BANK
918,39534,nanital BANK
2325,39350,nanital BANK
916,39217,nanital BANK
2213,39195,nanital BANK
2671,39152,nanital BANK
2158,38991,nanital BANK
2397,38968,nanital BANK
4803,38938,nanital BANK
5180,38879,nanital BANK
3519,38873,nanital BANK
1362,38861,nanital BANK
2036,38848,nanital BANK
1993,38748,nanital BANK
1721,38700,nanital BANK
1977,38573,nanital BANK
4442,38564,nanital BANK
4480,38543,nanital BANK
2925,38458,nanital BANK
3553,38430,nanital BANK
1320,38377,nanital BANK
3517,38297,nanital BANK
3867,38197,nanital BANK
2336,38194,nanital BANK
295,38169,nanital BANK
2843,37966,nanital BANK
4476,37924,nanital BANK
2892,37900,nanital BANK
89,37775,nanital BANK
2969,37700,nanital BANK
3645,37633,nanital BANK
3988,37624,nanital BANK
1751,37611,nanital BANK
1708,37572,nanital BANK
1186,37458,nanital BANK
8645,37353,nanital BANK
2761,37174,nanital BANK
3103,37128,nanital BANK
2797,37088,nanital BANK
580,37009,nanital BANK
778,37000,nanital BANK
672,37000,nanital BANK
929,36891,nanital BANK
760,36828,nanital BANK
272,36577,nanital BANK
4488,36556,nanital BANK
10478,36521,nanital BANK
2706,36400,nanital BANK
1339,36378,nanital BANK
3085,36371,nanital BANK
4439,36317,nanital BANK
938,36305,nanital BANK
575,36298,nanital BANK
24,36264,nanital BANK
3177,35922,nanital BANK
3843,35695,nanital BANK
3098,35584,nanital BANK
1497,35583,nanital BANK
1472,35455,nanital BANK
2810,35298,nanital BANK
1454,35200,nanital BANK
2166,35149,nanital BANK
2967,35126,nanital BANK
2631,35048,nanital BANK
3333,34885,nanital BANK
1509,34677,nanital BANK
3866,34579,nanital BANK
564,34498,nanital BANK
808,34381,nanital BANK
3615,34321,nanital BANK
8742,34140,nanital BANK
2204,33995,nanital BANK
514,33961,nanital BANK
3939,33960,nanital BANK
587,33900,nanital BANK
1988,33795,nanital BANK
787,33780,nanital BANK
864,33736,nanital BANK
2778,33639,nanital BANK
961,33393,nanital BANK
6097,33365,nanital BANK
1716,33296,nanital BANK
3350,33267,nanital BANK
2507,33209,nanital BANK
3380,32932,nanital BANK
1125,32917,nanital BANK
164,32852,nanital BANK
3498,32734,nanital BANK
42,32675,nanital BANK
2560,32645,nanital BANK
567,32628,nanital BANK
8169,32617,nanital BANK
306,32616,nanital BANK
3595,32602,nanital BANK
727,32600,nanital BANK
7052,32459,nanital BANK
3110,32406,nanital BANK
605,32229,nanital BANK
1558,32228,nanital BANK
193,32205,nanital BANK
1781,32143,nanital BANK
579,32130,nanital BANK
3797,32119,nanital BANK
3973,32076,nanital BANK
27,32074,nanital BANK
434,31796,nanital BANK
1367,31793,nanital BANK
3566,31736,nanital BANK
4462,31683,nanital BANK
4534,31650,nanital BANK
900,31575,nanital BANK
1848,31548,nanital BANK
2135,31518,nanital BANK
522,31482,nanital BANK
3893,31235,nanital BANK
6902,30990,nanital BANK
3005,30912,nanital BANK
11265,30395,nanital BANK
1853,30388,nanital BANK
752,30319,nanital BANK
298,30293,nanital BANK
2379,30279,nanital BANK
2147,30228,nanital BANK
3256,30209,nanital BANK
3082,30098,nanital BANK
7966,30098,nanital BANK
870,30074,nanital BANK
1677,29942,nanital BANK
1625,29589,nanital BANK
687,29479,nanital BANK
1868,29394,nanital BANK
868,28981,nanital BANK
3501,28655,nanital BANK
1165,28553,nanital BANK
2496,28434,nanital BANK
8919,28182,nanital BANK
2579,28160,nanital BANK
3525,28090,nanital BANK
1539,27958,nanital BANK
2879,27948,nanital BANK
3620,27933,nanital BANK
3641,27921,nanital BANK
905,27879,nanital BANK
1144,27680,nanital BANK
1881,27460,nanital BANK
1915,27195,nanital BANK
3722,27056,nanital BANK
758,26800,nanital BANK
2999,26657,nanital BANK
2049,26382,nanital BANK
4208,26364,nanital BANK
691,26357,nanital BANK
3884,26234,nanital BANK
421,26230,nanital BANK
3146,26143,nanital BANK
1330,26093,nanital BANK
3052,26009,nanital BANK
1840,25978,nanital BANK
2661,25656,nanital BANK
3885,25544,nanital BANK
3067,25380,nanital BANK
2231,25299,nanital BANK
1448,24793,nanital BANK
2018,24658,nanital BANK
10049,24232,nanital BANK
3581,24155,nanital BANK
4090,24003,nanital BANK
476,24000,nanital BANK
3105,23971,nanital BANK
3616,23900,nanital BANK
2893,23900,nanital BANK
2217,23700,nanital BANK
1014,23390,nanital BANK
801,22975,nanital BANK
2103,22969,nanital BANK
7101,22877,nanital BANK
262,22600,nanital BANK
2434,22405,nanital BANK
3698,22345,nanital BANK
2438,22341,nanital BANK
2075,22242,nanital BANK
152,21981,nanital BANK
138,21200,nanital BANK
1524,21117,nanital BANK
2601,20100,nanital BANK
2477,20002,nanital BANK
702,19864,nanital BANK
2016,19641,nanital BANK
3951,17366,nanital BANK
3282,17226,nanital BANK
2335,16713,nanital BANK
2055,15889,nanital BANK
3187,15669,nanital BANK
315,15000,nanital BANK
671,14081,nanital BANK
3715,13300,nanital BANK
3507,120503,Sky Bank
3925,115852,Sky Bank
10670,115807,Sky Bank
2130,115238,Sky Bank
2424,114884,Sky Bank
10065,114438,Sky Bank
4377,112050,Sky Bank
1286,111721,Sky Bank
4514,110126,Sky Bank
82,109013,Sky Bank
2932,106178,Sky Bank
2732,105901,Sky Bank
4321,105697,Sky Bank
3367,104135,Sky Bank
1967,103861,Sky Bank
6265,103006,Sky Bank
8759,102610,Sky Bank
6592,102392,Sky Bank
378,102065,Sky Bank
3614,101601,Sky Bank
2546,101548,Sky Bank
1272,100532,Sky Bank
3418,99980,Sky Bank
9707,99744,Sky Bank
8377,99680,Sky Bank
2419,99391,Sky Bank
2111,99281,Sky Bank
11111,98902,Sky Bank
150,98659,Sky Bank
257,98638,Sky Bank
1641,98110,Sky Bank
1646,97540,Sky Bank
7753,97187,Sky Bank
11123,96982,Sky Bank
521,96810,Sky Bank
5194,96221,Sky Bank
9859,95803,Sky Bank
125,95528,Sky Bank
2598,95207,Sky Bank
7606,94431,Sky Bank
2030,94131,Sky Bank
893,94112,Sky Bank
4478,94016,Sky Bank
2962,93878,Sky Bank
4434,93632,Sky Bank
2219,93621,Sky Bank
9814,93250,Sky Bank
8998,92962,Sky Bank
1106,92636,Sky Bank
4618,92597,Sky Bank
4346,92500,Sky Bank
2209,92111,Sky Bank
4258,92073,Sky Bank
2378,91482,Sky Bank
7636,91147,Sky Bank
3562,90990,Sky Bank
10227,90718,Sky Bank
8316,90452,Sky Bank
9528,90421,Sky Bank
1779,90276,Sky Bank
7769,90219,Sky Bank
11138,90110,Sky Bank
5001,89399,Sky Bank
7815,88662,Sky Bank
1694,88613,Sky Bank
3260,88609,Sky Bank
3112,88390,Sky Bank
1804,88150,Sky Bank
3229,87988,Sky Bank
8381,87976,Sky Bank
3279,87906,Sky Bank
8931,87688,Sky Bank
839,87615,Sky Bank
8127,87600,Sky Bank
3907,87551,Sky Bank
733,87533,Sky Bank
9138,87109,Sky Bank
10520,87052,Sky Bank
5632,86572,Sky Bank
2333,86542,Sky Bank
1715,86343,Sky Bank
3269,85869,Sky Bank
3521,85866,Sky Bank
3051,85201,Sky Bank
120,84843,Sky Bank
2051,84455,Sky Bank
1345,84429,Sky Bank
4456,84388,Sky Bank
99,84115,Sky Bank
84,84058,Sky Bank
2633,83847,Sky Bank
2456,83554,Sky Bank
2625,83226,Sky Bank
5362,82958,Sky Bank
3967,82713,Sky Bank
8327,82667,Sky Bank
1678,81719,Sky Bank
2940,81519,Sky Bank
8533,81201,Sky Bank
4047,80636,Sky Bank
1576,80375,Sky Bank
3663,80351,Sky Bank
8547,80294,Sky Bank
1767,79670,Sky Bank
4337,79663,Sky Bank
3220,79601,Sky Bank
3216,79088,Sky Bank
3480,79063,Sky Bank
2228,79014,Sky Bank
9,78753,Sky Bank
6030,78102,Sky Bank
3723,78021,Sky Bank
3847,77951,Sky Bank
2139,77776,Sky Bank
2912,77688,Sky Bank
9192,77643,Sky Bank
1453,77444,Sky Bank
3938,77442,Sky Bank
2825,77043,Sky Bank
1293,76987,Sky Bank
3071,76760,Sky Bank
618,76624,Sky Bank
991,76589,Sky Bank
4296,76314,Sky Bank
3855,76259,Sky Bank
2254,76195,Sky Bank
2321,75636,Sky Bank
1742,75475,Sky Bank
871,75355,Sky Bank
2834,75161,Sky Bank
6353,75092,Sky Bank
1225,74593,Sky Bank
2609,74442,Sky Bank
974,73990,Sky Bank
4405,73979,Sky Bank
1103,73820,Sky Bank
497,73809,Sky Bank
337,73457,Sky Bank
1626,73438,Sky Bank
2752,73375,Sky Bank
5483,73275,Sky Bank
256,73187,Sky Bank
1787,72973,Sky Bank
7445,72376,Sky Bank
840,72270,Sky Bank
3807,71998,Sky Bank
372,71875,Sky Bank
2326,71759,Sky Bank
2759,71586,Sky Bank
7824,71488,Sky Bank
837,71341,Sky Bank
2903,71210,Sky Bank
1752,70631,Sky Bank
1267,70580,Sky Bank
511,70529,Sky Bank
5011,70413,Sky Bank
619,70352,Sky Bank
446,70111,Sky Bank
6872,70081,Sky Bank
2265,70045,Sky Bank
491,69865,Sky Bank
4626,69787,Sky Bank
4347,69491,Sky Bank
4473,69263,Sky Bank
2179,69139,Sky Bank
10202,68824,Sky Bank
624,68678,Sky Bank
10940,68675,Sky Bank
2933,68462,Sky Bank
969,67960,Sky Bank
2161,67928,Sky Bank
1763,67784,Sky Bank
2812,67753,Sky Bank
3307,67748,Sky Bank
3563,67722,Sky Bank
1739,67625,Sky Bank
31,67375,Sky Bank
3181,67133,Sky Bank
5125,66920,Sky Bank
1263,66914,Sky Bank
3978,66823,Sky Bank
22,66615,Sky Bank
393,66493,Sky Bank
4103,66331,Sky Bank
830,66301,Sky Bank
158,66102,Sky Bank
2993,65829,Sky Bank
4681,65744,Sky Bank
2350,65490,Sky Bank
5267,64921,Sky Bank
3408,64441,Sky Bank
1838,64249,Sky Bank
3036,64244,Sky Bank
1554,64026,Sky Bank
3453,63977,Sky Bank
3622,63950,Sky Bank
3865,63950,Sky Bank
3111,63826,Sky Bank
132,63725,Sky Bank
1945,63713,Sky Bank
5063,63703,Sky Bank
1495,63549,Sky Bank
1635,63377,Sky Bank
1996,63317,Sky Bank
750,63316,Sky Bank
1017,63198,Sky Bank
3726,63119,Sky Bank
2629,62945,Sky Bank
6461,62821,Sky Bank
706,62309,Sky Bank
1672,62172,Sky Bank
1397,62010,Sky Bank
692,61722,Sky Bank
10019,61569,Sky Bank
3859,61567,Sky Bank
6649,61298,Sky Bank
3001,61135,Sky Bank
1585,61119,Sky Bank
503,60849,Sky Bank
1810,60655,Sky Bank
2701,60580,Sky Bank
274,60576,Sky Bank
2418,60317,Sky Bank
3094,60314,Sky Bank
1023,60310,Sky Bank
1508,59904,Sky Bank
494,59854,Sky Bank
2917,59643,Sky Bank
3591,59611,Sky Bank
5726,59077,Sky Bank
3370,59049,Sky Bank
4055,59030,Sky Bank
5181,58965,Sky Bank
2674,58801,Sky Bank
1638,58685,Sky Bank
1051,58384,Sky Bank
717,58158,Sky Bank
5066,58054,Sky Bank
526,57960,Sky Bank
10710,57948,Sky Bank
945,57727,Sky Bank
30,57667,Sky Bank
3920,57648,Sky Bank
2742,57621,Sky Bank
1416,57617,Sky Bank
1510,57508,Sky Bank
967,57323,Sky Bank
1987,57189,Sky Bank
2052,57081,Sky Bank
9510,56894,Sky Bank
6856,56884,Sky Bank
994,56869,Sky Bank
477,56844,Sky Bank
3298,56782,Sky Bank
9826,56760,Sky Bank
1511,56743,Sky Bank
4171,56729,Sky Bank
715,56591,Sky Bank
955,56426,Sky Bank
7618,56048,Sky Bank
851,56047,Sky Bank
1236,55991,Sky Bank
7997,55818,Sky Bank
1906,55724,Sky Bank
322,55634,Sky Bank
6715,55525,Sky Bank
1353,55436,Sky Bank
1502,55244,Sky Bank
784,55116,Sky Bank
3751,55040,Sky Bank
2890,54997,Sky Bank
979,54776,Sky Bank
2096,54674,Sky Bank
11065,54619,Sky Bank
2121,54446,Sky Bank
1210,54395,Sky Bank
701,54374,Sky Bank
3835,53921,Sky Bank
11069,53375,Sky Bank
2924,53301,Sky Bank
1044,53152,Sky Bank
3913,53062,Sky Bank
3789,52913,Sky Bank
137,52882,Sky Bank
2117,52719,Sky Bank
7401,52554,Sky Bank
213,52276,Sky Bank
1911,52097,Sky Bank
210,52086,Sky Bank
5740,52028,Sky Bank
3650,51934,Sky Bank
3492,51916,Sky Bank
3921,51756,Sky Bank
3014,51514,Sky Bank
1994,51393,Sky Bank
2851,51215,Sky Bank
3895,51184,Sky Bank
1372,51179,Sky Bank
377,51083,Sky Bank
5395,50820,Sky Bank
431,50691,Sky Bank
3283,50556,Sky Bank
445,50539,Sky Bank
7485,50187,Sky Bank
1543,50056,Sky Bank
3219,50026,Sky Bank
2281,49851,Sky Bank
1327,49827,Sky Bank
2207,49745,Sky Bank
2083,49710,Sky Bank
3845,49599,Sky Bank
3601,49383,Sky Bank
883,49374,Sky Bank
2065,49345,Sky Bank
1010,49304,Sky Bank
489,49286,Sky Bank
2872,49190,Sky Bank
1820,49076,Sky Bank
946,48964,Sky Bank
1885,48912,Sky Bank
3378,48845,Sky Bank
732,48822,Sky Bank
812,48805,Sky Bank
2059,48748,Sky Bank
2677,48641,Sky Bank
2454,48598,Sky Bank
7181,48587,Sky Bank
4186,48436,Sky Bank
9242,48344,Sky Bank
1737,48321,Sky Bank
3822,47846,Sky Bank
251,47826,Sky Bank
3124,47506,Sky Bank
4263,47498,Sky Bank
2976,47495,Sky Bank
4237,47146,Sky Bank
4127,46953,Sky Bank
3974,46943,Sky Bank
3431,46872,Sky Bank
984,46760,Sky Bank
1211,46694,Sky Bank
5991,46623,Sky Bank
439,46310,Sky Bank
554,45989,Sky Bank
2716,45763,Sky Bank
3170,45753,Sky Bank
2771,45647,Sky Bank
1607,45409,Sky Bank
2102,45369,Sky Bank
3109,45087,Sky Bank
2114,44881,Sky Bank
613,44865,Sky Bank
1821,44563,Sky Bank
3825,44553,Sky Bank
1888,44552,Sky Bank
1496,44477,Sky Bank
1413,44472,Sky Bank
1222,44387,Sky Bank
10018,44294,Sky Bank
3261,44142,Sky Bank
3155,43903,Sky Bank
9631,43744,Sky Bank
467,43658,Sky Bank
2794,43655,Sky Bank
3902,43621,Sky Bank
1897,43293,Sky Bank
1403,43242,Sky Bank
1829,42965,Sky Bank
6512,42948,Sky Bank
2092,42864,Sky Bank
3979,42842,Sky Bank
455,42815,Sky Bank
2157,42487,Sky Bank
626,42332,Sky Bank
2315,42329,Sky Bank
4190,42111,Sky Bank
2522,42110,Sky Bank
2226,42093,Sky Bank
2807,42037,Sky Bank
6927,42036,Sky Bank
500,41999,Sky Bank
2645,41879,Sky Bank
2191,41832,Sky Bank
1092,41431,Sky Bank
2619,41340,Sky Bank
3949,41339,Sky Bank
2960,41184,Sky Bank
223,40968,Sky Bank
779,40944,Sky Bank
2548,40771,Sky Bank
1905,40511,Sky Bank
1682,40413,Sky Bank
3189,40411,Sky Bank
3223,40359,Sky Bank
1590,40239,Sky Bank
2358,40189,Sky Bank
8896,40139,Sky Bank
3774,40127,Sky Bank
4385,40105,Sky Bank
4254,40075,Sky Bank
1301,40033,Sky Bank
3193,40020,Sky Bank
3550,40009,Sky Bank
318,39960,Sky Bank
206,39956,Sky Bank
7520,39897,Sky Bank
3392,39895,Sky Bank
436,39776,Sky Bank
10220,39709,Sky Bank
2642,39702,Sky Bank
3840,39423,Sky Bank
2348,39343,Sky Bank
4081,39267,Sky Bank
1633,39209,Sky Bank
3824,39195,Sky Bank
3736,39153,Sky Bank
264,39058,Sky Bank
3309,38841,Sky Bank
2865,38769,Sky Bank
695,38647,Sky Bank
2253,38516,Sky Bank
2906,38477,Sky Bank
2985,38395,Sky Bank
2356,38107,Sky Bank
2919,38074,Sky Bank
3326,38002,Sky Bank
3954,37999,Sky Bank
1276,37988,Sky Bank
217,37982,Sky Bank
1505,37979,Sky Bank
69,37974,Sky Bank
3763,37942,Sky Bank
1771,37910,Sky Bank
3689,37734,Sky Bank
3126,37703,Sky Bank
2244,37617,Sky Bank
638,37525,Sky Bank
10345,37489,Sky Bank
3573,37339,Sky Bank
7082,37251,Sky Bank
3533,37066,Sky Bank
4328,37058,Sky Bank
3583,36938,Sky Bank
4273,36903,Sky Bank
2269,36807,Sky Bank
10788,36712,Sky Bank
1931,36667,Sky Bank
208,36476,Sky Bank
8680,36441,Sky Bank
826,36376,Sky Bank
3936,36336,Sky Bank
2534,36278,Sky Bank
4093,36055,Sky Bank
2557,35995,Sky Bank
3041,35915,Sky Bank
2425,35679,Sky Bank
2821,35672,Sky Bank
3469,35657,Sky Bank
162,35654,Sky Bank
560,35623,Sky Bank
2995,35545,Sky Bank
3239,35482,Sky Bank
1874,35473,Sky Bank
838,35400,Sky Bank
1887,35347,Sky Bank
2921,35308,Sky Bank
3132,35256,Sky Bank
5024,35158,Sky Bank
1451,35057,Sky Bank
1122,35031,Sky Bank
75,34888,Sky Bank
1769,34694,Sky Bank
3741,34584,Sky Bank
194,34544,Sky Bank
973,34432,Sky Bank
992,34430,Sky Bank
2382,34384,Sky Bank
192,34260,Sky Bank
2608,34064,Sky Bank
216,33929,Sky Bank
2886,33873,Sky Bank
3246,33838,Sky Bank
2066,33823,Sky Bank
2294,33617,Sky Bank
2113,33560,Sky Bank
3821,33530,Sky Bank
2542,33443,Sky Bank
2714,33334,Sky Bank
1088,33303,Sky Bank
2144,33204,Sky Bank
332,33167,Sky Bank
1455,33158,Sky Bank
958,33143,Sky Bank
3881,33130,Sky Bank
563,33129,Sky Bank
2569,32781,Sky Bank
3191,32747,Sky Bank
302,32580,Sky Bank
1908,32525,Sky Bank
3254,32279,Sky Bank
3183,32237,Sky Bank
5317,32213,Sky Bank
5767,32213,Sky Bank
1649,32191,Sky Bank
4320,32009,Sky Bank
432,31999,Sky Bank
4852,31948,Sky Bank
2723,31909,Sky Bank
3006,31884,Sky Bank
2536,31580,Sky Bank
375,31572,Sky Bank
3240,31435,Sky Bank
2359,31391,Sky Bank
5429,31369,Sky Bank
1667,31330,Sky Bank
1582,31328,Sky Bank
1974,31265,Sky Bank
1675,31149,Sky Bank
1831,31092,Sky Bank
548,31060,Sky Bank
2835,31033,Sky Bank
2573,30988,Sky Bank
646,30832,Sky Bank
76,30784,Sky Bank
3138,30662,Sky Bank
2261,30653,Sky Bank
743,30630,Sky Bank
1589,30614,Sky Bank
2718,30554,Sky Bank
1806,30549,Sky Bank
3288,30543,Sky Bank
688,30526,Sky Bank
1277,30345,Sky Bank
3621,30332,Sky Bank
2199,30280,Sky Bank
507,30216,Sky Bank
2928,29949,Sky Bank
2407,29902,Sky Bank
2017,29826,Sky Bank
3712,29807,Sky Bank
61,29764,Sky Bank
1440,29751,Sky Bank
39,29701,Sky Bank
3673,29646,Sky Bank
484,29607,Sky Bank
2205,29469,Sky Bank
2755,29344,Sky Bank
2871,29339,Sky Bank
2525,29325,Sky Bank
3099,29228,Sky Bank
1423,29160,Sky Bank
4588,29024,Sky Bank
1307,28971,Sky Bank
1219,28958,Sky Bank
1479,28894,Sky Bank
728,28861,Sky Bank
2292,28847,Sky Bank
3783,28807,Sky Bank
1669,28505,Sky Bank
3045,28503,Sky Bank
3129,28447,Sky Bank
3511,28429,Sky Bank
3522,28421,Sky Bank
3417,28376,Sky Bank
3234,28370,Sky Bank
518,28232,Sky Bank
1376,28187,Sky Bank
1248,28185,Sky Bank
2088,28162,Sky Bank
171,28158,Sky Bank
2613,28141,Sky Bank
3623,28131,Sky Bank
3275,28127,Sky Bank
4458,28005,Sky Bank
793,27989,Sky Bank
3352,27988,Sky Bank
10857,27947,Sky Bank
1235,27939,Sky Bank
754,27916,Sky Bank
117,27731,Sky Bank
2307,27685,Sky Bank
1542,27682,Sky Bank
931,27591,Sky Bank
3670,27522,Sky Bank
3592,27471,Sky Bank
1719,27449,Sky Bank
1020,27390,Sky Bank
235,27323,Sky Bank
3814,27300,Sky Bank
2058,27295,Sky Bank
3504,27229,Sky Bank
1926,27109,Sky Bank
726,27072,Sky Bank
2364,27065,Sky Bank
894,27013,Sky Bank
2520,26921,Sky Bank
3536,26914,Sky Bank
1094,26807,Sky Bank
3932,26644,Sky Bank
259,26640,Sky Bank
265,26502,Sky Bank
721,26416,Sky Bank
2105,26341,Sky Bank
2043,26328,Sky Bank
2526,26327,Sky Bank
1588,26236,Sky Bank
5092,26234,Sky Bank
2654,26210,Sky Bank
2958,26197,Sky Bank
1045,26162,Sky Bank
1530,26145,Sky Bank
720,25837,Sky Bank
2617,25750,Sky Bank
370,25708,Sky Bank
2346,25595,Sky Bank
4379,25546,Sky Bank
1179,25492,Sky Bank
3800,25478,Sky Bank
1685,25458,Sky Bank
198,25417,Sky Bank
3250,25400,Sky Bank
1875,25344,Sky Bank
1002,25284,Sky Bank
4589,25198,Sky Bank
2377,25191,Sky Bank
1624,25172,Sky Bank
4121,25005,Sky Bank
601,24973,Sky Bank
3047,24969,Sky Bank
3027,24881,Sky Bank
2128,24738,Sky Bank
2193,24587,Sky Bank
341,24583,Sky Bank
3977,24581,Sky Bank
1431,24560,Sky Bank
708,24500,Sky Bank
1481,24392,Sky Bank
3121,24319,Sky Bank
6075,24144,Sky Bank
2719,24141,Sky Bank
3823,23956,Sky Bank
1570,23922,Sky Bank
2621,23847,Sky Bank
2508,23713,Sky Bank
2256,23584,Sky Bank
3028,23556,Sky Bank
7033,23550,Sky Bank
936,23410,Sky Bank
1964,23262,Sky Bank
3222,23185,Sky Bank
1406,23180,Sky Bank
58,23150,Sky Bank
1244,23145,Sky Bank
740,23043,Sky Bank
1979,23011,Sky Bank
3512,23000,Sky Bank
2476,22856,Sky Bank
3248,22708,Sky Bank
2945,22699,Sky Bank
762,22650,Sky Bank
633,22590,Sky Bank
3317,22563,Sky Bank
2833,22559,Sky Bank
2236,22537,Sky Bank
2225,22534,Sky Bank
3244,22530,Sky Bank
267,22517,Sky Bank
275,22311,Sky Bank
2420,22265,Sky Bank
602,22245,Sky Bank
920,22166,Sky Bank
1642,22163,Sky Bank
1226,22138,Sky Bank
3092,22032,Sky Bank
2565,22007,Sky Bank
620,21800,Sky Bank
55,21703,Sky Bank
869,21700,Sky Bank
2149,21656,Sky Bank
2291,21488,Sky Bank
2201,21358,Sky Bank
238,21341,Sky Bank
3568,21035,Sky Bank
296,20999,Sky Bank
2688,20953,Sky Bank
1985,20905,Sky Bank
3310,20857,Sky Bank
814,20657,Sky Bank
2474,20647,Sky Bank
2437,20637,Sky Bank
1373,20634,Sky Bank
2481,20600,Sky Bank
3144,20591,Sky Bank
637,20568,Sky Bank
607,20406,Sky Bank
1028,20400,Sky Bank
2150,20375,Sky Bank
3271,20007,Sky Bank
3515,19980,Sky Bank
1720,19700,Sky Bank
734,19539,Sky Bank
2946,19483,Sky Bank
379,19118,Sky Bank
584,18804,Sky Bank
2978,18533,Sky Bank
731,18370,Sky Bank
1,18188,Sky Bank
449,18169,Sky Bank
1563,18000,Sky Bank
1546,17148,Sky Bank
1233,16731,Sky Bank
3139,16700,Sky Bank
3530,16647,Sky Bank
479,16144,Sky Bank
3318,16023,Sky Bank
236,15400,Sky Bank
9635,13870,Sky Bank
1538,133602,nothern BANK
2840,124491,nothern BANK
7123,122293,nothern BANK
6701,116992,nothern BANK
4195,114144,nothern BANK
9006,111195,nothern BANK
730,111122,nothern BANK
4358,110010,nothern BANK
4131,109908,nothern BANK
2322,109038,nothern BANK
4537,107812,nothern BANK
2763,105689,nothern BANK
1196,105667,nothern BANK
8212,105185,nothern BANK
277,104002,nothern BANK
10942,103292,nothern BANK
7926,103126,nothern BANK
11244,102947,nothern BANK
3344,102856,nothern BANK
3386,102853,nothern BANK
3608,102747,nothern BANK
3495,102512,nothern BANK
4343,102203,nothern BANK
1378,102137,nothern BANK
7774,101457,nothern BANK
2838,100824,nothern BANK
1174,100592,nothern BANK
2175,99900,nothern BANK
4746,99881,nothern BANK
2938,99823,nothern BANK
3106,99805,nothern BANK
3733,99644,nothern BANK
4003,99214,nothern BANK
2710,98526,nothern BANK
7674,98131,nothern BANK
2240,97563,nothern BANK
1632,97496,nothern BANK
9472,97436,nothern BANK
6083,97261,nothern BANK
6910,96908,nothern BANK
1869,96766,nothern BANK
10411,96648,nothern BANK
1396,96431,nothern BANK
3664,96322,nothern BANK
9265,96138,nothern BANK
3711,96130,nothern BANK
709,95619,nothern BANK
8158,94987,nothern BANK
7136,94985,nothern BANK
863,94646,nothern BANK
2390,93419,nothern BANK
1805,93304,nothern BANK
2897,93164,nothern BANK
3714,92840,nothern BANK
3815,92516,nothern BANK
2972,92419,nothern BANK
2122,91946,nothern BANK
2707,91906,nothern BANK
9104,91713,nothern BANK
9403,90942,nothern BANK
1653,90874,nothern BANK
1893,90780,nothern BANK
1218,90678,nothern BANK
2537,90281,nothern BANK
10562,89913,nothern BANK
3265,89263,nothern BANK
11333,88975,nothern BANK
3114,88812,nothern BANK
8628,88440,nothern BANK
9656,88018,nothern BANK
9377,87919,nothern BANK
1146,87877,nothern BANK
3735,87798,nothern BANK
3200,87554,nothern BANK
2741,87163,nothern BANK
5313,86678,nothern BANK
4158,86575,nothern BANK
846,86569,nothern BANK
525,86338,nothern BANK
4784,86191,nothern BANK
1058,86188,nothern BANK
2099,85934,nothern BANK
2466,85856,nothern BANK
10152,85640,nothern BANK
5661,85560,nothern BANK
1342,85495,nothern BANK
2044,85481,nothern BANK
3646,85470,nothern BANK
6985,84904,nothern BANK
3090,84153,nothern BANK
6806,83779,nothern BANK
1922,83654,nothern BANK
2480,83477,nothern BANK
3755,82870,nothern BANK
411,82502,nothern BANK
485,81816,nothern BANK
3527,81571,nothern BANK
5423,81523,nothern BANK
1389,81312,nothern BANK
6511,80894,nothern BANK
2138,80054,nothern BANK
1344,80026,nothern BANK
2125,79991,nothern BANK
5572,79948,nothern BANK
3343,79763,nothern BANK
9031,78919,nothern BANK
4102,78855,nothern BANK
3127,78646,nothern BANK
4493,78547,nothern BANK
8149,78184,nothern BANK
1951,78041,nothern BANK
2095,77988,nothern BANK
3020,77956,nothern BANK
139,77692,nothern BANK
3971,77625,nothern BANK
11325,77621,nothern BANK
6363,77555,nothern BANK
2352,77376,nothern BANK
9337,77345,nothern BANK
4214,77147,nothern BANK
1662,76696,nothern BANK
908,76562,nothern BANK
9093,76421,nothern BANK
4336,76374,nothern BANK
3510,75824,nothern BANK
1754,75727,nothern BANK
803,75650,nothern BANK
417,75600,nothern BANK
2655,75585,nothern BANK
176,75499,nothern BANK
2509,75255,nothern BANK
3776,75183,nothern BANK
3208,75018,nothern BANK
2827,74735,nothern BANK
1535,74730,nothern BANK
105,74694,nothern BANK
2267,74110,nothern BANK
4994,73786,nothern BANK
3391,73298,nothern BANK
291,73155,nothern BANK
1692,73052,nothern BANK
3724,72939,nothern BANK
3750,72827,nothern BANK
3899,72232,nothern BANK
1438,72206,nothern BANK
10613,72147,nothern BANK
1733,72075,nothern BANK
1789,72010,nothern BANK
3905,71858,nothern BANK
3749,71697,nothern BANK
5215,71683,nothern BANK
4408,71395,nothern BANK
3933,70960,nothern BANK
3058,70897,nothern BANK
