ACCOUNT_ID,SUM,COUNT,ACCOUNT_TYPE
934,99718,4,Savings account
10345,99096,4,Savings account
2416,97882,4,Savings account
938,97016,4,Savings account
2452,96639,4,Savings account
2774,96114,4,Savings account
2502,94293,4,Savings account
12,93722,4,Savings account
3281,93711,4,Savings account
570,91284,4,Savings account
3652,90104,4,Savings account
2459,89490,4,Savings account
4439,88081,4,Savings account
4320,87975,4,Savings account
3067,87843,4,Savings account
4589,86669,4,Savings account
2196,86497,4,Savings account
1881,86036,4,Savings account
7745,85347,4,Savings account
3639,85021,4,Savings account
4273,84197,4,Savings account
1434,84048,4,Savings account
323,83102,4,Savings account
1724,82131,4,Savings account
3140,82102,4,Savings account
3174,82018,4,Savings account
1974,81412,4,Savings account
1860,80455,4,Savings account
5164,80288,4,Savings account
3211,79017,4,Savings account
6927,78060,4,Savings account
682,76669,4,Savings account
3952,76290,4,Savings account
1669,75358,4,Savings account
2761,74163,4,Savings account
1271,73972,4,Savings account
129,73332,4,Savings account
591,73264,4,Savings account
2152,70190,4,Savings account
3125,69301,4,Savings account
3169,68845,4,Savings account
3568,68284,4,Savings account
547,68206,4,Savings account
2208,67764,4,Savings account
2565,67555,4,Savings account
2558,67061,4,Savings account
292,66031,4,Savings account
2481,65100,4,Savings account
3910,65078,4,Savings account
3574,64336,4,Savings account
3889,63998,4,Savings account
2049,63287,4,Savings account
2492,62626,4,Savings account
799,62505,4,Savings account
214,60969,4,Savings account
3062,59066,4,Savings account
2703,57718,4,Savings account
3846,57390,4,Savings account
3961,56023,4,Savings account
2614,55829,4,Savings account
3139,55438,4,Savings account
2850,55424,4,Savings account
1573,54261,4,Savings account
2791,54115,4,Savings account
156,46866,4,Savings account
2979,46827,4,Savings account
1932,44630,4,Savings account
2556,43946,4,Savings account
2937,42543,4,Savings account
2776,39778,4,Savings account
2055,39305,4,Savings account
10857,36106,4,Savings account
5429,17330,4,Savings account
4533,374728,4,NRI account
1963,358512,4,NRI account
285,317931,4,NRI account
2930,307870,4,NRI account
2187,304211,4,NRI account
4052,298418,4,NRI account
10134,295922,4,NRI account
10436,294916,4,NRI account
4784,292991,4,NRI account
2288,292150,4,NRI account
2635,290942,4,NRI account
1289,289893,4,NRI account
3875,287070,4,NRI account
3427,286682,4,NRI account
11328,286607,4,NRI account
2263,282735,4,NRI account
606,282444,4,NRI account
3957,281968,4,NRI account
4354,277662,4,NRI account
2164,275441,4,NRI account
846,273661,4,NRI account
1935,270604,4,NRI account
1253,265124,4,NRI account
9225,264893,4,NRI account
2445,260031,4,NRI account
2653,258390,4,NRI account
7049,258247,4,NRI account
3154,257889,4,NRI account
1598,256356,4,NRI account
3502,253253,4,NRI account
3755,251846,4,NRI account
3468,251716,4,NRI account
766,250456,4,NRI account
2034,249868,4,NRI account
291,248391,4,NRI account
2337,246219,4,NRI account
1538,245565,4,NRI account
3300,244934,4,NRI account
4858,244773,4,NRI account
3899,237504,4,NRI account
2650,237452,4,NRI account
3303,237263,4,NRI account
4258,235938,4,NRI account
2409,235788,4,NRI account
1323,235150,4,NRI account
1722,233548,4,NRI account
2825,230785,4,NRI account
11327,228440,4,NRI account
3200,226689,4,NRI account
3162,221750,4,NRI account
5194,220744,4,NRI account
2332,220716,4,NRI account
1035,219367,4,NRI account
5698,219292,4,NRI account
2561,218673,4,NRI account
2994,218544,4,NRI account
3185,218088,4,NRI account
2506,217913,4,NRI account
2760,217814,4,NRI account
4161,215680,4,NRI account
1872,214131,4,NRI account
10,213656,4,NRI account
1790,213446,4,NRI account
2772,213179,4,NRI account
1254,211989,4,NRI account
9560,211647,4,NRI account
3343,210162,4,NRI account
4116,209997,4,NRI account
6463,209114,4,NRI account
3386,208343,4,NRI account
993,206441,4,NRI account
1196,205979,4,NRI account
1103,205402,4,NRI account
976,205370,4,NRI account
4471,204670,4,NRI account
132,204051,4,NRI account
281,203848,4,NRI account
221,202103,4,NRI account
4091,200017,4,NRI account
486,199516,4,NRI account
503,199431,4,NRI account
1929,198072,4,NRI account
3397,196454,4,NRI account
150,196294,4,NRI account
2594,194756,4,NRI account
3589,194630,4,NRI account
348,193347,4,NRI account
3228,191769,4,NRI account
3118,191692,4,NRI account
2781,191223,4,NRI account
2904,190880,4,NRI account
11244,190587,4,NRI account
6510,188455,4,NRI account
242,184178,4,NRI account
685,183783,4,NRI account
755,183765,4,NRI account
3842,183293,4,NRI account
534,183278,4,NRI account
2095,182902,4,NRI account
2112,181849,4,NRI account
3297,180057,4,NRI account
10257,179333,4,NRI account
412,178482,4,NRI account
7559,178404,4,NRI account
683,178006,4,NRI account
797,177858,4,NRI account
4026,177390,4,NRI account
2917,177250,4,NRI account
3470,177250,4,NRI account
3012,176421,4,NRI account
1645,174897,4,NRI account
373,174034,4,NRI account
3913,173773,4,NRI account
2909,173378,4,NRI account
9242,173332,4,NRI account
1266,172519,4,NRI account
696,171864,4,NRI account
1841,171251,4,NRI account
3506,170190,4,NRI account
3066,170125,4,NRI account
3446,169938,4,NRI account
1090,169248,4,NRI account
3377,165765,4,NRI account
10954,165749,4,NRI account
780,165668,4,NRI account
3170,165333,4,NRI account
2942,164775,4,NRI account
3890,163799,4,NRI account
3597,163411,4,NRI account
698,163139,4,NRI account
1199,163080,4,NRI account
9208,162489,4,NRI account
444,161284,4,NRI account
286,159096,4,NRI account
409,159080,4,NRI account
2783,158749,4,NRI account
1502,158337,4,NRI account
9646,157332,4,NRI account
3851,156897,4,NRI account
945,156501,4,NRI account
4269,155531,4,NRI account
530,155522,4,NRI account
2246,154772,4,NRI account
595,154181,4,NRI account
3830,153758,4,NRI account
2303,151948,4,NRI account
4725,150825,4,NRI account
1928,150680,4,NRI account
1358,149260,4,NRI account
2265,147392,4,NRI account
2780,147221,4,NRI account
3986,144555,4,NRI account
3376,144549,4,NRI account
1980,144167,4,NRI account
3431,143725,4,NRI account
3219,143231,4,NRI account
4442,143195,4,NRI account
2402,142513,4,NRI account
916,142188,4,NRI account
3518,141767,4,NRI account
1070,141321,4,NRI account
3544,140204,4,NRI account
1188,139625,4,NRI account
1587,139254,4,NRI account
1432,138079,4,NRI account
264,137424,4,NRI account
3813,135796,4,NRI account
553,134514,4,NRI account
1733,132411,4,NRI account
3974,131437,4,NRI account
1607,130191,4,NRI account
1814,129933,4,NRI account
3286,128872,4,NRI account
3494,128468,4,NRI account
3430,127752,4,NRI account
1149,126601,4,NRI account
2597,126028,4,NRI account
223,124155,4,NRI account
3615,121129,4,NRI account
2191,120158,4,NRI account
1190,119598,4,NRI account
10710,119324,4,NRI account
1523,119143,4,NRI account
2595,117916,4,NRI account
1618,115230,4,NRI account
118,114878,4,NRI account
3945,111591,4,NRI account
1122,111493,4,NRI account
2083,111217,4,NRI account
1049,108475,4,NRI account
3398,107854,4,NRI account
3511,106448,4,NRI account
2644,106234,4,NRI account
1736,106168,4,NRI account
1574,105672,4,NRI account
1665,105444,4,NRI account
2117,104439,4,NRI account
1219,103475,4,NRI account
6512,102835,4,NRI account
3104,102345,4,NRI account
3191,101921,4,NRI account
5024,101446,4,NRI account
3657,101423,4,NRI account
996,101016,4,NRI account
3126,99834,4,NRI account
1769,99665,4,NRI account
2406,99281,4,NRI account
2407,99237,4,NRI account
2784,98406,4,NRI account
805,98046,4,NRI account
76,97952,4,NRI account
514,97871,4,NRI account
1096,97222,4,NRI account
752,94596,4,NRI account
695,92789,4,NRI account
2999,92163,4,NRI account
564,90197,4,NRI account
2359,89843,4,NRI account
3866,89576,4,NRI account
3858,89341,4,NRI account
579,89192,4,NRI account
3084,88864,4,NRI account
1933,87365,4,NRI account
3433,86960,4,NRI account
1008,85066,4,NRI account
3742,84541,4,NRI account
3859,84475,4,NRI account
3417,84217,4,NRI account
3031,84006,4,NRI account
193,82746,4,NRI account
639,82654,4,NRI account
2696,82367,4,NRI account
1448,79969,4,NRI account
801,79686,4,NRI account
2193,79404,4,NRI account
889,78110,4,NRI account
2939,78040,4,NRI account
783,76975,4,NRI account
1707,74927,4,NRI account
2081,74097,4,NRI account
1064,73911,4,NRI account
1717,73486,4,NRI account
1600,71658,4,NRI account
1354,71552,4,NRI account
2103,71550,4,NRI account
909,71349,4,NRI account
1311,70699,4,NRI account
2846,70162,4,NRI account
3870,70135,4,NRI account
2878,69183,4,NRI account
3610,68398,4,NRI account
3934,67744,4,NRI account
349,67522,4,NRI account
4001,67408,4,NRI account
1209,66704,4,NRI account
3581,66071,4,NRI account
3176,65645,4,NRI account
3013,65584,4,NRI account
1960,61608,4,NRI account
879,58321,4,NRI account
3490,57400,4,NRI account
1668,57107,4,NRI account
906,54757,4,NRI account
1740,54263,4,NRI account
58,54164,4,NRI account
3182,53856,4,NRI account
644,53430,4,NRI account
3524,51128,4,NRI account
3852,50620,4,NRI account
1279,50101,4,NRI account
3671,48482,4,NRI account
2312,43773,4,NRI account
398,43135,4,NRI account
3922,38602,4,NRI account
4616,381907,4,Salary account
3290,374589,4,Salary account
2086,361569,4,Salary account
1407,344791,4,Salary account
51,339456,4,Salary account
6592,336043,4,Salary account
3471,329220,4,Salary account
2466,318429,4,Salary account
3967,302093,4,Salary account
1004,297276,4,Salary account
1478,296376,4,Salary account
3578,293387,4,Salary account
278,288035,4,Salary account
2764,287711,4,Salary account
2084,287252,4,Salary account
356,284643,4,Salary account
532,281477,4,Salary account
3993,281329,4,Salary account
733,281288,4,Salary account
4447,274665,4,Salary account
2737,274581,4,Salary account
2689,274359,4,Salary account
1591,272667,4,Salary account
390,269902,4,Salary account
2625,268752,4,Salary account
2887,268412,4,Salary account
3130,267674,4,Salary account
3877,266537,4,Salary account
1732,265670,4,Salary account
1026,265604,4,Salary account
5572,258084,4,Salary account
782,258082,4,Salary account
7721,256959,4,Salary account
1893,256540,4,Salary account
3749,256270,4,Salary account
963,255560,4,Salary account
6678,252850,4,Salary account
2369,252520,4,Salary account
95,251816,4,Salary account
2389,247977,4,Salary account
3526,246208,4,Salary account
3499,243192,4,Salary account
1384,242931,4,Salary account
1218,240595,4,Salary account
2728,240434,4,Salary account
10613,240260,4,Salary account
756,236800,4,Salary account
3848,233320,4,Salary account
3696,233180,4,Salary account
2169,231833,4,Salary account
537,230461,4,Salary account
4086,230340,4,Salary account
7,229493,4,Salary account
1586,227749,4,Salary account
10022,226722,4,Salary account
1679,226097,4,Salary account
2803,225206,4,Salary account
1389,222687,4,Salary account
4626,219405,4,Salary account
2211,218524,4,Salary account
3733,216212,4,Salary account
2156,215913,4,Salary account
949,215668,4,Salary account
491,209199,4,Salary account
4010,208392,4,Salary account
6440,207894,4,Salary account
226,207469,4,Salary account
2287,205291,4,Salary account
1920,205175,4,Salary account
513,202317,4,Salary account
3346,202316,4,Salary account
1580,202311,4,Salary account
3387,199724,4,Salary account
2759,199135,4,Salary account
2360,198149,4,Salary account
7926,197970,4,Salary account
2108,197134,4,Salary account
3907,196530,4,Salary account
3269,195877,4,Salary account
3324,195725,4,Salary account
2040,194932,4,Salary account
3010,192924,4,Salary account
9179,192723,4,Salary account
337,191447,4,Salary account
312,189726,4,Salary account
1576,188856,4,Salary account
1945,187940,4,Salary account
3161,186687,4,Salary account
656,183899,4,Salary account
3449,181803,4,Salary account
1293,180369,4,Salary account
1435,179976,4,Salary account
3439,178590,4,Salary account
2898,177134,4,Salary account
1710,176852,4,Salary account
5267,176750,4,Salary account
2104,175643,4,Salary account
4014,175507,4,Salary account
967,174700,4,Salary account
4109,174609,4,Salary account
955,174363,4,Salary account
3411,174219,4,Salary account
690,170560,4,Salary account
7997,170300,4,Salary account
613,169094,4,Salary account
9513,168464,4,Salary account
402,168183,4,Salary account
8639,167421,4,Salary account
2142,165616,4,Salary account
1111,164220,4,Salary account
2812,163872,4,Salary account
251,163222,4,Salary account
5395,162888,4,Salary account
4103,162334,4,Salary account
414,160647,4,Salary account
1623,160001,4,Salary account
5837,159785,4,Salary account
3014,158586,4,Salary account
5196,157714,4,Salary account
2702,157030,4,Salary account
1510,156953,4,Salary account
1361,155635,4,Salary account
6083,155004,4,Salary account
2976,152971,4,Salary account
330,152289,4,Salary account
2619,147058,4,Salary account
3647,144947,4,Salary account
2498,144925,4,Salary account
1571,144269,4,Salary account
2376,143916,4,Salary account
1298,143822,4,Salary account
407,143607,4,Salary account
14,142997,4,Salary account
1976,142937,4,Salary account
614,142820,4,Salary account
5063,142033,4,Salary account
30,141748,4,Salary account
1368,139413,4,Salary account
812,139330,4,Salary account
3448,138047,4,Salary account
4105,137670,4,Salary account
103,136964,4,Salary account
2515,135433,4,Salary account
5602,134552,4,Salary account
2329,134197,4,Salary account
3339,133262,4,Salary account
2891,131077,4,Salary account
2160,130748,4,Salary account
1391,129517,4,Salary account
2727,128725,4,Salary account
4186,126342,4,Salary account
2294,125671,4,Salary account
3359,124753,4,Salary account
2551,124732,4,Salary account
2535,124431,4,Salary account
3193,124057,4,Salary account
3098,123844,4,Salary account
2744,122431,4,Salary account
3793,122176,4,Salary account
7052,121937,4,Salary account
2851,121775,4,Salary account
984,120229,4,Salary account
6097,120163,4,Salary account
1682,119969,4,Salary account
2921,119896,4,Salary account
2722,119514,4,Salary account
1550,119466,4,Salary account
1262,118055,4,Salary account
3155,117156,4,Salary account
2539,116797,4,Salary account
1040,116642,4,Salary account
9633,116604,4,Salary account
1215,116452,4,Salary account
2656,116416,4,Salary account
1488,116249,4,Salary account
293,115716,4,Salary account
1833,115248,4,Salary account
308,115081,4,Salary account
3190,114804,4,Salary account
2215,114414,4,Salary account
502,114279,4,Salary account
2988,114096,4,Salary account
3741,112864,4,Salary account
3692,112425,4,Salary account
2826,112089,4,Salary account
10478,110477,4,Salary account
130,110284,4,Salary account
4,109829,4,Salary account
2679,109355,4,Salary account
2997,108450,4,Salary account
3565,107724,4,Salary account
229,107013,4,Salary account
2630,106964,4,Salary account
5125,104780,4,Salary account
1616,104068,4,Salary account
3075,103279,4,Salary account
272,102696,4,Salary account
2172,97939,4,Salary account
2718,97928,4,Salary account
2147,97602,4,Salary account
3100,97343,4,Salary account
4618,96939,4,Salary account
2507,94829,4,Salary account
3689,94003,4,Salary account
3301,93838,4,Salary account
1177,93806,4,Salary account
2403,93005,4,Salary account
3803,92790,4,Salary account
1988,92391,4,Salary account
3328,91619,4,Salary account
3331,90984,4,Salary account
745,90527,4,Salary account
2882,88620,4,Salary account
2231,88279,4,Salary account
464,88237,4,Salary account
927,87057,4,Salary account
2835,85856,4,Salary account
3819,85462,4,Salary account
1216,84693,4,Salary account
4121,82984,4,Salary account
3504,82689,4,Salary account
1027,81110,4,Salary account
1915,81018,4,Salary account
2149,80760,4,Salary account
912,80119,4,Salary account
2485,79977,4,Salary account
691,78296,4,Salary account
1024,77944,4,Salary account
3406,77257,4,Salary account
3884,76661,4,Salary account
1657,76573,4,Salary account
3214,76165,4,Salary account
1608,74494,4,Salary account
834,74329,4,Salary account
3245,73018,4,Salary account
3423,72184,4,Salary account
966,71946,4,Salary account
2883,71781,4,Salary account
2127,71708,4,Salary account
1226,70626,4,Salary account
3686,69615,4,Salary account
152,68280,4,Salary account
2144,68035,4,Salary account
6075,67997,4,Salary account
1765,67876,4,Salary account
736,66773,4,Salary account
383,66544,4,Salary account
636,65698,4,Salary account
13,65399,4,Salary account
3823,65294,4,Salary account
1593,64969,4,Salary account
2133,64949,4,Salary account
3857,64135,4,Salary account
3964,63837,4,Salary account
3044,63776,4,Salary account
2029,63700,4,Salary account
3561,63566,4,Salary account
7966,62356,4,Salary account
3828,62020,4,Salary account
2981,61871,4,Salary account
3501,61828,4,Salary account
876,61225,4,Salary account
1747,60737,4,Salary account
3432,60120,4,Salary account
49,59085,4,Salary account
2832,57923,4,Salary account
2438,57596,4,Salary account
1546,57502,4,Salary account
3703,56517,4,Salary account
483,54920,4,Salary account
611,54620,4,Salary account
3911,53431,4,Salary account
2874,53356,4,Salary account
3025,52814,4,Salary account
246,49562,4,Salary account
215,48667,4,Salary account
1615,44442,4,Salary account
1056,19679,4,Salary account
7859,554366,6,Savings account
3296,482163,6,Savings account
2929,466458,6,Savings account
6897,462181,6,Savings account
1939,458697,6,Savings account
1962,455514,6,Savings account
10215,454502,6,Savings account
10670,453837,6,Savings account
9201,452603,6,Savings account
2472,449107,6,Savings account
294,432055,6,Savings account
4478,430270,6,Savings account
1305,414009,6,Savings account
2268,413211,6,Savings account
1037,408444,6,Savings account
2790,406079,6,Savings account
3467,401335,6,Savings account
18,400073,6,Savings account
1039,396714,6,Savings account
65,386213,6,Savings account
8776,382421,6,Savings account
5372,380791,6,Savings account
6636,376625,6,Savings account
427,376110,6,Savings account
10789,375196,6,Savings account
1819,372610,6,Savings account
4264,371311,6,Savings account
3090,365747,6,Savings account
3521,362830,6,Savings account
2732,359575,6,Savings account
2912,358880,6,Savings account
1770,356600,6,Savings account
2057,355512,6,Savings account
2817,354449,6,Savings account
1552,353038,6,Savings account
9377,352163,6,Savings account
3480,351426,6,Savings account
3864,350614,6,Savings account
2741,349497,6,Savings account
830,347007,6,Savings account
10905,344095,6,Savings account
1309,343962,6,Savings account
8,343557,6,Savings account
4434,341858,6,Savings account
1568,341402,6,Savings account
1194,339192,6,Savings account
2436,336126,6,Savings account
2384,335843,6,Savings account
4000,334548,6,Savings account
4296,333279,6,Savings account
1984,332009,6,Savings account
3348,327854,6,Savings account
3788,326357,6,Savings account
2134,324004,6,Savings account
8316,319325,6,Savings account
1129,319190,6,Savings account
2873,319043,6,Savings account
8268,319036,6,Savings account
7542,317725,6,Savings account
4377,317166,6,Savings account
1363,316620,6,Savings account
1009,316062,6,Savings account
2099,315050,6,Savings account
2222,315045,6,Savings account
773,313009,6,Savings account
179,310996,6,Savings account
3510,310610,6,Savings account
3883,307985,6,Savings account
4330,307347,6,Savings account
481,304792,6,Savings account
1225,304656,6,Savings account
855,302841,6,Savings account
1220,302276,6,Savings account
807,301158,6,Savings account
1095,300013,6,Savings account
3426,299842,6,Savings account
2859,299394,6,Savings account
1706,297535,6,Savings account
3743,291392,6,Savings account
3405,288664,6,Savings account
3003,288073,6,Savings account
4484,287167,6,Savings account
4055,284294,6,Savings account
10906,279682,6,Savings account
2795,279355,6,Savings account
2903,277445,6,Savings account
4034,275133,6,Savings account
4948,274030,6,Savings account
2751,273975,6,Savings account
56,273285,6,Savings account
128,270771,6,Savings account
1231,270329,6,Savings account
135,270272,6,Savings account
2087,268640,6,Savings account
2326,268382,6,Savings account
4159,264347,6,Savings account
5366,264259,6,Savings account
2334,262611,6,Savings account
1335,255470,6,Savings account
3528,255451,6,Savings account
10404,255374,6,Savings account
5129,254855,6,Savings account
9241,252330,6,Savings account
11320,251291,6,Savings account
7487,250539,6,Savings account
2847,248100,6,Savings account
715,246649,6,Savings account
2463,246642,6,Savings account
227,246483,6,Savings account
4660,246238,6,Savings account
3810,246136,6,Savings account
2971,244894,6,Savings account
201,244320,6,Savings account
1280,243821,6,Savings account
3384,243731,6,Savings account
3605,243486,6,Savings account
3753,239616,6,Savings account
3805,239364,6,Savings account
372,239099,6,Savings account
956,238766,6,Savings account
3492,238514,6,Savings account
3124,238263,6,Savings account
8381,237882,6,Savings account
2753,236068,6,Savings account
711,232737,6,Savings account
3476,229629,6,Savings account
539,229157,6,Savings account
1496,226716,6,Savings account
1159,226336,6,Savings account
1620,224553,6,Savings account
1952,218878,6,Savings account
4437,215651,6,Savings account
3399,214747,6,Savings account
3737,213994,6,Savings account
7523,212616,6,Savings account
1044,212500,6,Savings account
6792,212193,6,Savings account
1683,211869,6,Savings account
7449,210510,6,Savings account
9041,210293,6,Savings account
1520,209473,6,Savings account
1089,209269,6,Savings account
3920,206677,6,Savings account
1897,202836,6,Savings account
11027,199951,6,Savings account
2960,199677,6,Savings account
1904,198707,6,Savings account
2025,195184,6,Savings account
1820,194956,6,Savings account
10630,194785,6,Savings account
2677,191916,6,Savings account
3478,191894,6,Savings account
1597,190837,6,Savings account
774,187147,6,Savings account
3660,187034,6,Savings account
1236,187034,6,Savings account
2092,186364,6,Savings account
4347,185645,6,Savings account
2665,184841,6,Savings account
7203,183862,6,Savings account
8558,179496,6,Savings account
3656,177988,6,Savings account
4385,177144,6,Savings account
2747,173909,6,Savings account
953,172222,6,Savings account
3583,172071,6,Savings account
3902,167786,6,Savings account
3554,166846,6,Savings account
2316,165506,6,Savings account
1690,163941,6,Savings account
492,163093,6,Savings account
1334,161118,6,Savings account
650,160929,6,Savings account
2906,160870,6,Savings account
433,158948,6,Savings account
2872,158238,6,Savings account
1997,155220,6,Savings account
1333,150336,6,Savings account
1613,149238,6,Savings account
99,148577,6,Savings account
3363,148448,6,Savings account
5767,147670,6,Savings account
4852,147347,6,Savings account
3641,146295,6,Savings account
6902,146218,6,Savings account
754,145634,6,Savings account
1183,144900,6,Savings account
6453,144742,6,Savings account
1250,141686,6,Savings account
1993,140989,6,Savings account
662,140256,6,Savings account
3205,140195,6,Savings account
8742,139008,6,Savings account
674,138454,6,Savings account
1721,138000,6,Savings account
726,137677,6,Savings account
533,137140,6,Savings account
2545,136789,6,Savings account
1927,136681,6,Savings account
810,135839,6,Savings account
5126,135314,6,Savings account
1142,134799,6,Savings account
3825,134041,6,Savings account
1973,133643,6,Savings account
1908,133486,6,Savings account
900,133483,6,Savings account
357,132463,6,Savings account
1649,132439,6,Savings account
8772,132337,6,Savings account
1505,132257,6,Savings account
1713,131348,6,Savings account
2871,131205,6,Savings account
5369,130640,6,Savings account
1846,130393,6,Savings account
1936,128640,6,Savings account
1325,125691,6,Savings account
2965,124155,6,Savings account
2075,122756,6,Savings account
1376,122327,6,Savings account
1479,121882,6,Savings account
3079,121140,6,Savings account
3248,120912,6,Savings account
4088,120549,6,Savings account
1704,119331,6,Savings account
823,118329,6,Savings account
331,117969,6,Savings account
959,117886,6,Savings account
5343,115369,6,Savings account
1548,113940,6,Savings account
1426,113893,6,Savings account
2935,113761,6,Savings account
3482,109540,6,Savings account
3234,108289,6,Savings account
1141,108062,6,Savings account
10036,107055,6,Savings account
1955,106912,6,Savings account
728,106430,6,Savings account
2525,106412,6,Savings account
7240,106149,6,Savings account
2019,104656,6,Savings account
1117,103037,6,Savings account
3317,102358,6,Savings account
3888,101701,6,Savings account
2562,101633,6,Savings account
842,101457,6,Savings account
1562,101135,6,Savings account
894,100888,6,Savings account
1697,100399,6,Savings account
2474,100281,6,Savings account
2414,99754,6,Savings account
557,98841,6,Savings account
1241,98222,6,Savings account
2465,98014,6,Savings account
3004,97753,6,Savings account
592,96348,6,Savings account
338,95565,6,Savings account
607,94715,6,Savings account
924,94075,6,Savings account
2058,93290,6,Savings account
3434,91917,6,Savings account
2570,88090,6,Savings account
1206,86032,6,Savings account
3374,85827,6,Savings account
2888,82490,6,Savings account
2566,80407,6,Savings account
3677,79331,6,Savings account
3240,62093,6,Savings account
1539,59684,6,Savings account
4127,59515,6,Savings account
1139,508793,6,NRI account
4350,504389,6,NRI account
7614,491500,6,NRI account
266,489182,6,NRI account
981,487331,6,NRI account
1749,469208,6,NRI account
1518,467144,6,NRI account
498,464968,6,NRI account
1758,457854,6,NRI account
2840,454885,6,NRI account
3646,449666,6,NRI account
2877,447404,6,NRI account
2190,438337,6,NRI account
3372,422108,6,NRI account
3472,419848,6,NRI account
3579,417503,6,NRI account
9167,417425,6,NRI account
3311,413627,6,NRI account
2894,413349,6,NRI account
4969,412354,6,NRI account
3713,411491,6,NRI account
1174,408130,6,NRI account
43,406943,6,NRI account
3727,406877,6,NRI account
1991,406751,6,NRI account
2030,405725,6,NRI account
8931,404523,6,NRI account
3199,398910,6,NRI account
7944,398613,6,NRI account
478,393931,6,NRI account
1467,385338,6,NRI account
3970,383182,6,NRI account
2972,382294,6,NRI account
9928,379584,6,NRI account
3663,379467,6,NRI account
1599,377363,6,NRI account
11231,376047,6,NRI account
2580,375766,6,NRI account
8759,375272,6,NRI account
3847,372296,6,NRI account
2175,370747,6,NRI account
1998,369843,6,NRI account
1273,366680,6,NRI account
3756,366413,6,NRI account
2853,363588,6,NRI account
1653,363386,6,NRI account
1252,361965,6,NRI account
9104,360671,6,NRI account
1147,358006,6,NRI account
311,356589,6,NRI account
7011,356386,6,NRI account
523,355788,6,NRI account
4774,355511,6,NRI account
2411,344004,6,NRI account
3709,339246,6,NRI account
3584,339187,6,NRI account
3760,338426,6,NRI account
2490,338099,6,NRI account
2328,337307,6,NRI account
5632,336798,6,NRI account
3849,331559,6,NRI account
5650,331398,6,NRI account
1583,330071,6,NRI account
9707,327226,6,NRI account
9750,327206,6,NRI account
4245,327103,6,NRI account
1938,326932,6,NRI account
1180,325321,6,NRI account
3134,323366,6,NRI account
1684,323275,6,NRI account
1796,323118,6,NRI account
1547,323094,6,NRI account
9203,322459,6,NRI account
9030,319565,6,NRI account
1903,319251,6,NRI account
3586,317004,6,NRI account
2383,315588,6,NRI account
577,313419,6,NRI account
506,312976,6,NRI account
3131,310514,6,NRI account
11054,309674,6,NRI account
5263,306774,6,NRI account
2745,303622,6,NRI account
524,299020,6,NRI account
422,298057,6,NRI account
1694,294984,6,NRI account
9627,292758,6,NRI account
1091,289708,6,NRI account
3767,287826,6,NRI account
3408,286326,6,NRI account
97,285081,6,NRI account
2267,284461,6,NRI account
2163,283892,6,NRI account
2583,281278,6,NRI account
3809,279180,6,NRI account
1357,278909,6,NRI account
11349,278356,6,NRI account
619,276850,6,NRI account
1826,273881,6,NRI account
913,272750,6,NRI account
1077,271840,6,NRI account
1871,271463,6,NRI account
9645,269737,6,NRI account
2773,268845,6,NRI account
2655,268792,6,NRI account
1512,267726,6,NRI account
1554,266427,6,NRI account
3650,263398,6,NRI account
3872,263011,6,NRI account
6118,262815,6,NRI account
1967,258820,6,NRI account
3786,258450,6,NRI account
1641,255726,6,NRI account
2039,255411,6,NRI account
2350,253680,6,NRI account
5868,253398,6,NRI account
1789,251354,6,NRI account
2858,250681,6,NRI account
1068,248995,6,NRI account
22,248419,6,NRI account
2460,247409,6,NRI account
355,246353,6,NRI account
3806,246206,6,NRI account
2599,243619,6,NRI account
3279,240758,6,NRI account
859,240212,6,NRI account
3631,239270,6,NRI account
1227,236256,6,NRI account
1353,234512,6,NRI account
604,234129,6,NRI account
2047,233597,6,NRI account
3735,233404,6,NRI account
2750,230662,6,NRI account
381,228644,6,NRI account
1372,228308,6,NRI account
3812,228050,6,NRI account
2788,227151,6,NRI account
2830,226786,6,NRI account
3491,225543,6,NRI account
8972,224937,6,NRI account
1889,220099,6,NRI account
2855,219768,6,NRI account
2192,217842,6,NRI account
693,213134,6,NRI account
5011,209404,6,NRI account
540,209098,6,NRI account
4119,208956,6,NRI account
1157,208335,6,NRI account
3903,206951,6,NRI account
241,206877,6,NRI account
1331,201324,6,NRI account
565,199952,6,NRI account
628,199358,6,NRI account
9353,199326,6,NRI account
2585,199015,6,NRI account
1359,196941,6,NRI account
1463,194054,6,NRI account
1193,190532,6,NRI account
954,189392,6,NRI account
2648,189036,6,NRI account
31,188871,6,NRI account
3357,185790,6,NRI account
3763,182886,6,NRI account
419,180347,6,NRI account
5758,178829,6,NRI account
4237,177239,6,NRI account
4287,176559,6,NRI account
3223,176424,6,NRI account
746,175817,6,NRI account
1957,169772,6,NRI account
1047,169307,6,NRI account
2663,167203,6,NRI account
3572,166143,6,NRI account
432,163960,6,NRI account
391,163628,6,NRI account
3728,162385,6,NRI account
874,162064,6,NRI account
1969,161823,6,NRI account
1633,160836,6,NRI account
1858,159879,6,NRI account
42,159172,6,NRI account
2577,157721,6,NRI account
2344,156688,6,NRI account
2967,155407,6,NRI account
4355,153781,6,NRI account
3407,152440,6,NRI account
1711,149821,6,NRI account
4173,149753,6,NRI account
1469,148887,6,NRI account
3045,147514,6,NRI account
2536,147200,6,NRI account
615,143348,6,NRI account
1629,143195,6,NRI account
4093,141252,6,NRI account
230,140331,6,NRI account
5740,139509,6,NRI account
