BANK,ACCOUNT_ID,LAST_TXN_DATE,CLOSING_BALANCE
nothern BANK,1368,31-Dec-21,70203.2
nothern BANK,1369,31-Dec-21,50062.9
nothern BANK,1370,31-Dec-21,34197.2
nothern BANK,1371,31-Dec-21,23877.7
nothern BANK,1372,31-Dec-21,48787.5
nothern BANK,1373,31-Dec-21,17613.5
nothern BANK,1374,31-Dec-21,33257.8
nothern BANK,1375,31-Dec-21,42240.6
nothern BANK,1376,31-Dec-21,18505.1
nothern BANK,1377,31-Dec-21,18412.6
nothern BANK,1378,31-Dec-21,102137
nothern BANK,1379,31-Dec-21,33113.6
nothern BANK,1380,31-Dec-21,45702.8
nothern BANK,1381,31-Dec-21,19353
nothern BANK,1382,31-Dec-21,19659.3
nothern BANK,1383,31-Dec-21,41040.1
nothern BANK,1384,31-Dec-21,33555.7
nothern BANK,1385,31-Dec-21,61284
nothern BANK,1387,31-Dec-21,31652.5
nothern BANK,1388,31-Dec-21,21505.5
nothern BANK,1389,31-Dec-21,81311.5
nothern BANK,1390,31-Dec-21,22160.1
nothern BANK,1391,31-Dec-21,29959.9
nothern BANK,1392,31-Dec-21,61831.4
nothern BANK,1393,31-Dec-21,41992.7
nothern BANK,1394,31-Dec-21,46717.5
nothern BANK,1395,31-Dec-21,41292.3
nothern BANK,1396,31-Dec-21,96431.1
nothern BANK,1397,31-Dec-21,34248.1
nothern BANK,1398,31-Dec-21,48270.9
nothern BANK,1399,31-Dec-21,37929.3
nothern BANK,1401,31-Dec-21,46817.7
nothern BANK,1402,31-Dec-21,39311.5
nothern BANK,1403,31-Dec-21,24316.4
nothern BANK,1404,31-Dec-21,66496
nothern BANK,1405,31-Dec-21,40704.4
nothern BANK,1406,31-Dec-21,20875
nothern BANK,1407,31-Dec-21,81751.2
nothern BANK,1408,31-Dec-21,93623.7
nothern BANK,1410,31-Dec-21,78834.9
nothern BANK,1411,31-Dec-21,83271.5
nothern BANK,1412,31-Dec-21,17374.4
nothern BANK,1413,31-Dec-21,26094.3
nothern BANK,1414,31-Dec-21,36906.2
nothern BANK,1416,31-Dec-21,326.5
nothern BANK,1417,31-Dec-21,93858.7
nothern BANK,1418,31-Dec-21,44511.3
nothern BANK,1419,31-Dec-21,15757.5
nothern BANK,1420,31-Dec-21,29218.4
nothern BANK,1421,31-Dec-21,46458.3
nothern BANK,1422,31-Dec-21,32132
nothern BANK,1423,31-Dec-21,13645.4
nothern BANK,1424,31-Dec-21,30053.6
nothern BANK,1425,31-Dec-21,47887.6
nothern BANK,1426,31-Dec-21,24476.1
nothern BANK,1427,31-Dec-21,49020.4
nothern BANK,1429,31-Dec-21,27682.7
nothern BANK,1431,31-Dec-21,13237.5
nothern BANK,1432,31-Dec-21,45821.7
nothern BANK,1434,31-Dec-21,24535.9
nothern BANK,1435,31-Dec-21,29540.3
nothern BANK,1436,31-Dec-21,38113.7
nothern BANK,1437,31-Dec-21,18627.8
nothern BANK,1438,31-Dec-21,72205.9
nothern BANK,1439,31-Dec-21,12908.1
nothern BANK,1440,31-Dec-21,14764.8
nothern BANK,1441,31-Dec-21,23431.6
nothern BANK,1442,31-Dec-21,19548.9
nothern BANK,1443,31-Dec-21,43181.2
nothern BANK,1444,31-Dec-21,33491
nothern BANK,1445,31-Dec-21,27973.1
nothern BANK,1446,31-Dec-21,83730.3
nothern BANK,1447,31-Dec-21,20941.9
nothern BANK,1448,31-Dec-21,19218.3
nothern BANK,1449,31-Dec-21,44590.1
nothern BANK,1450,31-Dec-21,41673.3
nothern BANK,1451,31-Dec-21,17865.5
nothern BANK,1452,31-Dec-21,72381.1
nothern BANK,1453,31-Dec-21,30672.8
nothern BANK,1455,31-Dec-21,17617.4
nothern BANK,1456,31-Dec-21,40024.8
nothern BANK,1458,31-Dec-21,33754.2
nothern BANK,1459,31-Dec-21,12752.8
nothern BANK,1460,31-Dec-21,24602.2
nothern BANK,1461,31-Dec-21,53985.6
nothern BANK,1463,31-Dec-21,32987.4
nothern BANK,1464,31-Dec-21,35848.4
nothern BANK,1465,31-Dec-21,27151
nothern BANK,1466,31-Dec-21,32532.7
nothern BANK,1467,31-Dec-21,69059
nothern BANK,1468,31-Dec-21,23108.2
nothern BANK,1469,31-Dec-21,31352.9
nothern BANK,1470,31-Dec-21,25291.3
nothern BANK,1471,31-Dec-21,16093.4
nothern BANK,1472,31-Dec-21,26263
nothern BANK,1473,31-Dec-21,19784.7
nothern BANK,1474,31-Dec-21,20618.2
nothern BANK,1475,31-Dec-21,33444.4
nothern BANK,1476,31-Dec-21,17313.1
nothern BANK,1477,31-Dec-21,24859.8
nothern BANK,1478,31-Dec-21,55260.6
nothern BANK,1479,31-Dec-21,15853.6
nothern BANK,1480,31-Dec-21,57824.2
nothern BANK,1481,31-Dec-21,23778.8
nothern BANK,1482,31-Dec-21,61792.1
nothern BANK,1483,31-Dec-21,40400.6
nothern BANK,1484,31-Dec-21,25688
nothern BANK,1485,31-Dec-21,99403.9
nothern BANK,1486,31-Dec-21,63498
nothern BANK,1487,31-Dec-21,28837
nothern BANK,1488,31-Dec-21,21157.7
nothern BANK,1490,31-Dec-21,18020.9
nothern BANK,1491,31-Dec-21,55030.3
nothern BANK,1492,31-Dec-21,12241.4
nothern BANK,1493,31-Dec-21,17058.3
nothern BANK,1494,31-Dec-21,73628.8
nothern BANK,1495,31-Dec-21,20733.7
nothern BANK,1496,31-Dec-21,39726.9
nothern BANK,1497,31-Dec-21,26116.4
nothern BANK,1498,31-Dec-21,21053.3
nothern BANK,1499,31-Dec-21,46024.6
nothern BANK,1500,31-Dec-21,58739.9
nothern BANK,1501,31-Dec-21,21349.9
nothern BANK,1502,31-Dec-21,23542.9
nothern BANK,1503,31-Dec-21,21025.9
nothern BANK,1504,31-Dec-21,28310.5
nothern BANK,1505,31-Dec-21,3751.8
nothern BANK,1506,31-Dec-21,21195.4
nothern BANK,1507,31-Dec-21,65026.9
nothern BANK,1508,31-Dec-21,14326.5
nothern BANK,1509,31-Dec-21,16002.3
nothern BANK,1510,31-Dec-21,48761.2
nothern BANK,1511,31-Dec-21,25887.9
nothern BANK,1512,31-Dec-21,50539
nothern BANK,1513,31-Dec-21,62981.2
nothern BANK,1514,31-Dec-21,27828.5
nothern BANK,1515,31-Dec-21,50813.2
nothern BANK,1516,31-Dec-21,31401.5
nothern BANK,1517,31-Dec-21,21796.2
nothern BANK,1518,31-Dec-21,90598.6
nothern BANK,1519,31-Dec-21,78241.5
nothern BANK,1520,31-Dec-21,32810.6
nothern BANK,1521,31-Dec-21,21939.2
nothern BANK,1522,31-Dec-21,33979
nothern BANK,1524,31-Dec-21,17166.5
nothern BANK,1525,31-Dec-21,16663
nothern BANK,1526,31-Dec-21,61019.7
nothern BANK,1527,31-Dec-21,38682.4
nothern BANK,1528,31-Dec-21,30133.4
nothern BANK,1529,31-Dec-21,20788.7
nothern BANK,1530,31-Dec-21,13430
nothern BANK,1532,31-Dec-21,45638.6
nothern BANK,1534,31-Dec-21,50095.8
nothern BANK,1535,31-Dec-21,74730.4
nothern BANK,1536,31-Dec-21,56337.1
nothern BANK,1537,31-Dec-21,50587.6
nothern BANK,1538,31-Dec-21,133602.1
nothern BANK,1539,31-Dec-21,-6683.1
nothern BANK,1540,31-Dec-21,80144.5
nothern BANK,1541,31-Dec-21,23387.3
nothern BANK,1542,31-Dec-21,21000.9
nothern BANK,1543,31-Dec-21,44433.9
nothern BANK,1544,31-Dec-21,36575.2
nothern BANK,1545,31-Dec-21,39653.3
nothern BANK,1546,31-Dec-21,14741.7
nothern BANK,1547,31-Dec-21,22216.1
nothern BANK,1548,31-Dec-21,15395.9
nothern BANK,1549,31-Dec-21,41315.5
nothern BANK,1550,31-Dec-21,19084.5
nothern BANK,1551,31-Dec-21,30765.7
nothern BANK,1552,31-Dec-21,59837.4
nothern BANK,1553,31-Dec-21,25540.9
nothern BANK,1554,31-Dec-21,35529.6
nothern BANK,1555,31-Dec-21,43906
nothern BANK,1556,31-Dec-21,45982.8
nothern BANK,1557,31-Dec-21,30666.1
nothern BANK,1558,31-Dec-21,22739.8
nothern BANK,1559,31-Dec-21,49512.2
nothern BANK,1560,31-Dec-21,32402.9
nothern BANK,1561,31-Dec-21,45089.9
nothern BANK,1562,31-Dec-21,20760.8
nothern BANK,1564,31-Dec-21,28111.8
nothern BANK,1565,31-Dec-21,48213.4
nothern BANK,1566,31-Dec-21,34797.7
nothern BANK,1567,31-Dec-21,54762.8
nothern BANK,1568,31-Dec-21,60741
nothern BANK,1570,31-Dec-21,23320.6
nothern BANK,1571,31-Dec-21,13382.1
nothern BANK,1572,31-Dec-21,33726
nothern BANK,1574,31-Dec-21,21314.1
nothern BANK,1575,31-Dec-21,20789.9
nothern BANK,1576,31-Dec-21,69579.3
nothern BANK,1577,31-Dec-21,23645.8
nothern BANK,1578,31-Dec-21,42268.2
nothern BANK,1579,31-Dec-21,48297.6
nothern BANK,1580,31-Dec-21,49046.6
nothern BANK,1581,31-Dec-21,67766.3
nothern BANK,1582,31-Dec-21,26155.5
nothern BANK,1583,31-Dec-21,36003.1
nothern BANK,1584,31-Dec-21,28127.9
nothern BANK,1585,31-Dec-21,43645.3
nothern BANK,1586,31-Dec-21,48489.3
nothern BANK,1587,31-Dec-21,39191.1
nothern BANK,1588,31-Dec-21,20830.9
nothern BANK,1589,31-Dec-21,19614.3
nothern BANK,1590,31-Dec-21,28977.1
nothern BANK,1591,31-Dec-21,35401.9
nothern BANK,1592,31-Dec-21,70370.5
nothern BANK,1593,31-Dec-21,15805.4
nothern BANK,1594,31-Dec-21,70884.6
nothern BANK,1596,31-Dec-21,16030.9
nothern BANK,1597,31-Dec-21,38882.8
nothern BANK,1598,31-Dec-21,47655.4
nothern BANK,1599,31-Dec-21,61657
nothern BANK,1600,31-Dec-21,12783
nothern BANK,1601,31-Dec-21,23513.4
nothern BANK,1602,31-Dec-21,31119.7
nothern BANK,1603,31-Dec-21,35573.9
nothern BANK,1604,31-Dec-21,34046.1
nothern BANK,1605,31-Dec-21,109624.4
nothern BANK,1606,31-Dec-21,49306.5
nothern BANK,1607,31-Dec-21,31134.3
nothern BANK,1608,31-Dec-21,16075.7
nothern BANK,1609,31-Dec-21,20380.7
nothern BANK,1610,31-Dec-21,82770.4
nothern BANK,1611,31-Dec-21,56744.2
nothern BANK,1612,31-Dec-21,59325.2
nothern BANK,1613,31-Dec-21,26215.2
nothern BANK,1614,31-Dec-21,51397.7
nothern BANK,1616,31-Dec-21,20522.3
nothern BANK,1617,31-Dec-21,13017.2
nothern BANK,1618,31-Dec-21,24599.6
nothern BANK,1619,31-Dec-21,31243.1
nothern BANK,1620,31-Dec-21,38696.8
nothern BANK,1621,31-Dec-21,65762.2
nothern BANK,1622,31-Dec-21,42077.7
nothern BANK,1623,31-Dec-21,30434.4
nothern BANK,1624,31-Dec-21,17898.5
nothern BANK,1625,31-Dec-21,29471.4
nothern BANK,1626,31-Dec-21,41210.7
nothern BANK,1627,31-Dec-21,40165.4
nothern BANK,1628,31-Dec-21,19893
nothern BANK,1629,31-Dec-21,19769.3
nothern BANK,1630,31-Dec-21,19416.6
nothern BANK,1631,31-Dec-21,15880.5
nothern BANK,1632,31-Dec-21,97496.4
nothern BANK,1633,31-Dec-21,38375
nothern BANK,1634,31-Dec-21,68442.9
nothern BANK,1635,31-Dec-21,62476.6
nothern BANK,1636,31-Dec-21,71431.7
nothern BANK,1637,31-Dec-21,30916.9
nothern BANK,1638,31-Dec-21,23131.7
nothern BANK,1640,31-Dec-21,47950.2
nothern BANK,1641,31-Dec-21,10295.8
nothern BANK,1642,31-Dec-21,13886.2
nothern BANK,1644,31-Dec-21,38078.8
nothern BANK,1645,31-Dec-21,42342
nothern BANK,1646,31-Dec-21,40793.9
nothern BANK,1647,31-Dec-21,35947.1
nothern BANK,1648,31-Dec-21,36551.9
nothern BANK,1649,31-Dec-21,15311.5
nothern BANK,1650,31-Dec-21,24805.8
nothern BANK,1651,31-Dec-21,51677.7
nothern BANK,1652,31-Dec-21,19193
nothern BANK,1653,31-Dec-21,90874.2
nothern BANK,1654,31-Dec-21,67983.6
nothern BANK,1655,31-Dec-21,41166.3
nothern BANK,1656,31-Dec-21,42105
nothern BANK,1657,31-Dec-21,6795
nothern BANK,1658,31-Dec-21,21222.4
nothern BANK,1659,31-Dec-21,30391.8
nothern BANK,1660,31-Dec-21,55369.1
nothern BANK,1662,31-Dec-21,76695.5
nothern BANK,1663,31-Dec-21,37562.8
nothern BANK,1664,31-Dec-21,20362.1
nothern BANK,1665,31-Dec-21,17920.2
nothern BANK,1666,31-Dec-21,44706.8
nothern BANK,1667,31-Dec-21,28873.6
nothern BANK,1668,31-Dec-21,19814.3
nothern BANK,1669,31-Dec-21,14715.1
nothern BANK,1670,31-Dec-21,16653.6
nothern BANK,1671,31-Dec-21,25782.9
nothern BANK,1672,31-Dec-21,39687.8
nothern BANK,1673,31-Dec-21,15718.2
nothern BANK,1674,31-Dec-21,45406.4
nothern BANK,1675,31-Dec-21,23728.6
nothern BANK,1677,31-Dec-21,29294.6
nothern BANK,1678,31-Dec-21,31206.1
nothern BANK,1679,31-Dec-21,42250
nothern BANK,1680,31-Dec-21,50251.9
nothern BANK,1681,31-Dec-21,65479.3
nothern BANK,1682,31-Dec-21,40022.6
nothern BANK,1683,31-Dec-21,32367.6
nothern BANK,1684,31-Dec-21,40410
nothern BANK,1685,31-Dec-21,10581.6
nothern BANK,1686,31-Dec-21,45786
nothern BANK,1687,31-Dec-21,16148.2
nothern BANK,1688,31-Dec-21,19349.6
nothern BANK,1689,31-Dec-21,17281.3
nothern BANK,1690,31-Dec-21,17985.9
nothern BANK,1691,31-Dec-21,21897
nothern BANK,1692,31-Dec-21,73052.3
nothern BANK,1693,31-Dec-21,34252.4
nothern BANK,1694,31-Dec-21,30717.5
nothern BANK,1695,31-Dec-21,101776.4
nothern BANK,1696,31-Dec-21,22482.9
nothern BANK,1697,31-Dec-21,19058.3
nothern BANK,1698,31-Dec-21,46497.8
nothern BANK,1699,31-Dec-21,24332.6
nothern BANK,1700,31-Dec-21,71349.8
nothern BANK,1701,31-Dec-21,36593.3
nothern BANK,1702,31-Dec-21,33593.7
nothern BANK,1703,31-Dec-21,12029.6
nothern BANK,1704,31-Dec-21,18567.1
nothern BANK,1705,31-Dec-21,17230.4
nothern BANK,1706,31-Dec-21,63385.6
nothern BANK,1707,31-Dec-21,8304.4
nothern BANK,1708,31-Dec-21,33400.7
nothern BANK,1709,31-Dec-21,57900.6
nothern BANK,1710,31-Dec-21,33507.5
nothern BANK,1711,31-Dec-21,21975.6
nothern BANK,1712,31-Dec-21,34371.8
nothern BANK,1713,31-Dec-21,28714.9
nothern BANK,1714,31-Dec-21,24866.7
nothern BANK,1715,31-Dec-21,29707.7
nothern BANK,1716,31-Dec-21,25452.6
nothern BANK,1717,31-Dec-21,7477
nothern BANK,1718,31-Dec-21,58253.1
nothern BANK,1719,31-Dec-21,25589.7
nothern BANK,1722,31-Dec-21,66528.7
nothern BANK,1723,31-Dec-21,54869.4
nothern BANK,1724,31-Dec-21,30058.1
nothern BANK,1725,31-Dec-21,43511.6
nothern BANK,1726,31-Dec-21,34822.5
nothern BANK,1727,31-Dec-21,61633.5
nothern BANK,1728,31-Dec-21,9266.6
nothern BANK,1729,31-Dec-21,44495.8
nothern BANK,1730,31-Dec-21,51455.7
nothern BANK,1731,31-Dec-21,27046.9
nothern BANK,1732,31-Dec-21,59764.5
nothern BANK,1733,31-Dec-21,72074.7
nothern BANK,1734,31-Dec-21,63097.3
nothern BANK,1736,31-Dec-21,35172
nothern BANK,1737,31-Dec-21,42546.2
nothern BANK,1738,31-Dec-21,14359.8
nothern BANK,1739,31-Dec-21,36236.9
nothern BANK,1740,31-Dec-21,15867.5
nothern BANK,1741,31-Dec-21,27687.9
nothern BANK,1742,31-Dec-21,40069.3
nothern BANK,1743,31-Dec-21,38263.8
nothern BANK,1744,31-Dec-21,29227.8
nothern BANK,1745,31-Dec-21,46379.5
nothern BANK,1746,31-Dec-21,68298
nothern BANK,1749,31-Dec-21,70046.7
nothern BANK,1750,31-Dec-21,61181.2
nothern BANK,1751,31-Dec-21,30420.1
nothern BANK,1752,31-Dec-21,45739.9
nothern BANK,1753,31-Dec-21,39913.7
nothern BANK,1754,31-Dec-21,75727.1
nothern BANK,1756,31-Dec-21,49475.9
nothern BANK,1757,31-Dec-21,48275.8
nothern BANK,1758,31-Dec-21,63854.8
nothern BANK,1759,31-Dec-21,15599
nothern BANK,1760,31-Dec-21,50355.4
nothern BANK,1761,31-Dec-21,31960.1
nothern BANK,1762,31-Dec-21,21626.6
nothern BANK,1763,31-Dec-21,41914.8
nothern BANK,1764,31-Dec-21,49170.4
nothern BANK,1765,31-Dec-21,11608.5
nothern BANK,1766,31-Dec-21,29358.1
nothern BANK,1767,31-Dec-21,49041.4
nothern BANK,1768,31-Dec-21,50546.2
nothern BANK,1769,31-Dec-21,16186.5
nothern BANK,1770,31-Dec-21,70124.5
nothern BANK,1771,31-Dec-21,20682.2
nothern BANK,1772,31-Dec-21,104832.8
nothern BANK,1773,31-Dec-21,16774
nothern BANK,1774,31-Dec-21,19313.8
nothern BANK,1775,31-Dec-21,23545.9
nothern BANK,1776,31-Dec-21,42475.5
nothern BANK,1777,31-Dec-21,77847.7
nothern BANK,1778,31-Dec-21,52684.9
nothern BANK,1779,31-Dec-21,87003.4
nothern BANK,1780,31-Dec-21,78411.1
nothern BANK,1781,31-Dec-21,28667.9
nothern BANK,1782,31-Dec-21,63776.4
nothern BANK,1783,31-Dec-21,31373.2
nothern BANK,1784,31-Dec-21,28112.1
nothern BANK,1785,31-Dec-21,26419
nothern BANK,1786,31-Dec-21,77476
nothern BANK,1787,31-Dec-21,8055.4
nothern BANK,1788,31-Dec-21,16794.7
nothern BANK,1789,31-Dec-21,72009.6
nothern BANK,1790,31-Dec-21,53997.7
nothern BANK,1791,31-Dec-21,49039.7
nothern BANK,1792,31-Dec-21,15527.3
nothern BANK,1793,31-Dec-21,43182.9
nothern BANK,1794,31-Dec-21,29245.9
nothern BANK,1795,31-Dec-21,45637.5
nothern BANK,1796,31-Dec-21,64155.9
nothern BANK,1797,31-Dec-21,56080.6
nothern BANK,1798,31-Dec-21,28747.4
nothern BANK,1799,31-Dec-21,23769.3
nothern BANK,1800,31-Dec-21,43825.3
nothern BANK,1801,31-Dec-21,27195.5
nothern BANK,1802,31-Dec-21,31556.7
nothern BANK,1803,31-Dec-21,52935
nothern BANK,1804,31-Dec-21,87330.1
nothern BANK,1805,31-Dec-21,93303.6
nothern BANK,1806,31-Dec-21,25808.6
nothern BANK,1807,31-Dec-21,35196.3
nothern BANK,1808,31-Dec-21,58419.5
nothern BANK,1809,31-Dec-21,36566.8
nothern BANK,1810,31-Dec-21,46694.1
nothern BANK,1811,31-Dec-21,37586.8
nothern BANK,1812,31-Dec-21,18861.9
nothern BANK,1813,31-Dec-21,85748.8
nothern BANK,1814,31-Dec-21,17786.9
nothern BANK,1815,31-Dec-21,34297.3
nothern BANK,1816,31-Dec-21,21644.1
nothern BANK,1817,31-Dec-21,54909.1
nothern BANK,1818,31-Dec-21,57563.8
nothern BANK,1819,31-Dec-21,18169.5
nothern BANK,1820,31-Dec-21,40559
nothern BANK,1821,31-Dec-21,21112.4
nothern BANK,1822,31-Dec-21,43764
nothern BANK,1823,31-Dec-21,13826.2
nothern BANK,1824,31-Dec-21,54885.4
nothern BANK,1825,31-Dec-21,43034
nothern BANK,1826,31-Dec-21,52763.3
nothern BANK,1827,31-Dec-21,22037.1
nothern BANK,1828,31-Dec-21,33940.8
nothern BANK,1829,31-Dec-21,24167.3
nothern BANK,1830,31-Dec-21,26028.6
nothern BANK,1831,31-Dec-21,23774.3
nothern BANK,1832,31-Dec-21,43227.4
nothern BANK,1834,31-Dec-21,67742.6
nothern BANK,1835,31-Dec-21,50154.9
nothern BANK,1836,31-Dec-21,35790.3
nothern BANK,1837,31-Dec-21,69616.2
nothern BANK,1838,31-Dec-21,18149.7
nothern BANK,1839,31-Dec-21,37051.1
nothern BANK,1840,31-Dec-21,23212
nothern BANK,1841,31-Dec-21,37630.5
nothern BANK,1843,31-Dec-21,51577.5
nothern BANK,1844,31-Dec-21,39271.4
nothern BANK,1845,31-Dec-21,54812.7
nothern BANK,1846,31-Dec-21,18525.2
nothern BANK,1847,31-Dec-21,47355.1
nothern BANK,1848,31-Dec-21,16617.2
nothern BANK,1851,31-Dec-21,53469.9
nothern BANK,1852,31-Dec-21,23822.4
nothern BANK,1853,31-Dec-21,27576.7
nothern BANK,1854,31-Dec-21,45613.2
nothern BANK,1855,31-Dec-21,29681.9
nothern BANK,1856,31-Dec-21,28465
nothern BANK,1857,31-Dec-21,28804.3
nothern BANK,1858,31-Dec-21,24376.9
nothern BANK,1859,31-Dec-21,19417.7
nothern BANK,1860,31-Dec-21,21411.3
nothern BANK,1861,31-Dec-21,65576.5
nothern BANK,1862,31-Dec-21,50220.5
nothern BANK,1863,31-Dec-21,33143.4
nothern BANK,1865,31-Dec-21,37264.4
nothern BANK,1866,31-Dec-21,23355
nothern BANK,1867,31-Dec-21,88070.4
nothern BANK,1869,31-Dec-21,96765.7
nothern BANK,1870,31-Dec-21,70542.7
nothern BANK,1871,31-Dec-21,30522
nothern BANK,1872,31-Dec-21,38725.5
nothern BANK,1874,31-Dec-21,34069.4
nothern BANK,1875,31-Dec-21,15677.4
nothern BANK,1876,31-Dec-21,50826.9
nothern BANK,1877,31-Dec-21,35788
nothern BANK,1878,31-Dec-21,55215.8
nothern BANK,1879,31-Dec-21,14125.1
nothern BANK,1880,31-Dec-21,27791.8
nothern BANK,1881,31-Dec-21,27199.1
nothern BANK,1882,31-Dec-21,14171.6
nothern BANK,1884,31-Dec-21,25915.3
nothern BANK,1885,31-Dec-21,26841.2
nothern BANK,1886,31-Dec-21,36303.7
nothern BANK,1887,31-Dec-21,33134.4
nothern BANK,1888,31-Dec-21,28856
nothern BANK,1889,31-Dec-21,34205.8
nothern BANK,1890,31-Dec-21,53879.1
nothern BANK,1891,31-Dec-21,71424.5
nothern BANK,1892,31-Dec-21,15208.6
nothern BANK,1893,31-Dec-21,90780.4
nothern BANK,1894,31-Dec-21,53961.9
nothern BANK,1895,31-Dec-21,20133.9
nothern BANK,1896,31-Dec-21,67609
nothern BANK,1897,31-Dec-21,38575.2
nothern BANK,1898,31-Dec-21,29414.7
nothern BANK,1899,31-Dec-21,23287.7
nothern BANK,1900,31-Dec-21,55094.2
nothern BANK,1901,31-Dec-21,23178.4
nothern BANK,1902,31-Dec-21,19609
nothern BANK,1903,31-Dec-21,42693.5
nothern BANK,1904,31-Dec-21,40392.9
nothern BANK,1905,31-Dec-21,30251.9
nothern BANK,1906,31-Dec-21,46095.7
nothern BANK,1907,31-Dec-21,38856
nothern BANK,1908,31-Dec-21,15036.2
nothern BANK,1909,31-Dec-21,16861.7
nothern BANK,1910,31-Dec-21,75449
nothern BANK,1911,31-Dec-21,44086.5
nothern BANK,1912,31-Dec-21,25302.5
nothern BANK,1913,31-Dec-21,49455
nothern BANK,1914,31-Dec-21,62696.5
nothern BANK,1915,31-Dec-21,17419.8
nothern BANK,1916,31-Dec-21,29659.5
nothern BANK,1917,31-Dec-21,15084.7
nothern BANK,1918,31-Dec-21,16396.5
nothern BANK,1919,31-Dec-21,82311
nothern BANK,1920,31-Dec-21,47686.9
nothern BANK,1921,31-Dec-21,20174.5
nothern BANK,1922,31-Dec-21,83654.4
nothern BANK,1924,31-Dec-21,43722.5
nothern BANK,1925,31-Dec-21,27648.6
nothern BANK,1926,31-Dec-21,18686.5
nothern BANK,1927,31-Dec-21,27726.1
nothern BANK,1928,31-Dec-21,19094.6
nothern BANK,1929,31-Dec-21,44252
nothern BANK,1930,31-Dec-21,23926.9
nothern BANK,1931,31-Dec-21,19512.7
nothern BANK,1932,31-Dec-21,16392.5
nothern BANK,1933,31-Dec-21,26138.7
nothern BANK,1934,31-Dec-21,76200.6
nothern BANK,1935,31-Dec-21,27496.2
nothern BANK,1936,31-Dec-21,19704.5
nothern BANK,1937,31-Dec-21,22348.9
nothern BANK,1938,31-Dec-21,41831.5
nothern BANK,1939,31-Dec-21,97068.2
nothern BANK,1940,31-Dec-21,19031.3
nothern BANK,1941,31-Dec-21,23655.2
nothern BANK,1943,31-Dec-21,37427.6
nothern BANK,1944,31-Dec-21,41637.8
nothern BANK,1945,31-Dec-21,40839.4
nothern BANK,1946,31-Dec-21,41200.6
nothern BANK,1947,31-Dec-21,41520.2
nothern BANK,1948,31-Dec-21,39706
nothern BANK,1949,31-Dec-21,38094.6
nothern BANK,1950,31-Dec-21,26195.8
nothern BANK,1951,31-Dec-21,78041.4
nothern BANK,1952,31-Dec-21,44529.1
nothern BANK,1953,31-Dec-21,27663.6
nothern BANK,1954,31-Dec-21,16742
nothern BANK,1955,31-Dec-21,13940.7
nothern BANK,1956,31-Dec-21,42014
nothern BANK,1957,31-Dec-21,32005.3
nothern BANK,1958,31-Dec-21,35011.8
nothern BANK,1959,31-Dec-21,38903.5
nothern BANK,1960,31-Dec-21,3937.1
nothern BANK,1961,31-Dec-21,33013.3
nothern BANK,1962,31-Dec-21,50680.8
nothern BANK,1963,31-Dec-21,80846.9
nothern BANK,1964,31-Dec-21,20759.1
nothern BANK,1965,31-Dec-21,50547.1
nothern BANK,1966,31-Dec-21,51155.3
nothern BANK,1967,31-Dec-21,67127.6
nothern BANK,1968,31-Dec-21,47398.4
nothern BANK,1969,31-Dec-21,33503.2
nothern BANK,1970,31-Dec-21,63234.4
nothern BANK,1971,31-Dec-21,56749.6
nothern BANK,1972,31-Dec-21,22238.9
nothern BANK,1973,31-Dec-21,20694.1
nothern BANK,1975,31-Dec-21,33155.2
nothern BANK,1976,31-Dec-21,34658.2
nothern BANK,1977,31-Dec-21,22276.6
nothern BANK,1978,31-Dec-21,51580.6
nothern BANK,1979,31-Dec-21,19018.7
nothern BANK,1980,31-Dec-21,23074.5
nothern BANK,1981,31-Dec-21,27424.7
nothern BANK,1982,31-Dec-21,46917.9
nothern BANK,1984,31-Dec-21,54202.4
nothern BANK,1985,31-Dec-21,13883
nothern BANK,1986,31-Dec-21,17943.8
nothern BANK,1987,31-Dec-21,28367.4
nothern BANK,1988,31-Dec-21,27171.4
nothern BANK,1989,31-Dec-21,29946.2
nothern BANK,1990,31-Dec-21,27299.6
nothern BANK,1991,31-Dec-21,32357.7
nothern BANK,1992,31-Dec-21,27533.7
nothern BANK,1993,31-Dec-21,26127.2
nothern BANK,1994,31-Dec-21,21417.9
nothern BANK,1995,31-Dec-21,24615.8
nothern BANK,1996,31-Dec-21,32022
nothern BANK,1997,31-Dec-21,34732.7
nothern BANK,1998,31-Dec-21,49707.6
nothern BANK,1999,31-Dec-21,49004.5
nothern BANK,2000,31-Dec-21,57924.5
nothern BANK,2001,31-Dec-21,68011.4
nothern BANK,2002,31-Dec-21,32821.4
nothern BANK,2003,31-Dec-21,63905.6
nothern BANK,2004,31-Dec-21,60173.9
nothern BANK,2005,31-Dec-21,27562.2
nothern BANK,2006,31-Dec-21,28535.2
nothern BANK,2007,31-Dec-21,24631.2
nothern BANK,2008,31-Dec-21,87901
nothern BANK,2009,31-Dec-21,58329.4
nothern BANK,2010,31-Dec-21,21078
nothern BANK,2011,31-Dec-21,22638.8
nothern BANK,2012,31-Dec-21,37590.6
nothern BANK,2013,31-Dec-21,15810.4
nothern BANK,2015,31-Dec-21,34825.5
nothern BANK,2016,31-Dec-21,19410
nothern BANK,2017,31-Dec-21,28104.6
nothern BANK,2018,31-Dec-21,9953.8
nothern BANK,2019,31-Dec-21,16365.4
nothern BANK,2020,31-Dec-21,37283.5
nothern BANK,2022,31-Dec-21,37621.2
